time,EngineState,MotorSpeed,Bat,Ie,Power,MotorTemp,InvTemp,PCodeActive,EthtDeg,Enc485Pos,Enc6825Pos,HALL_U,HALL_V,HALL_W,HALL_Idx,EncABZLine,EncABZCw,Enc485Cw,Enc6825Cw,SMO_U,SMO_E,SMO_I,SMO_EstI,OBS_ThtCorr,OBS_ThtDiff,OBS_ThtErr,Hall_Tht1,Hall_Tht2,Hall_Tht3,Hall_Tht4,Hall_Tht5,Hall_Tht6,OBS_ThtCorr1,OBS_ThtCorr2,OBS_ThtCorr3,OBS_ThtCorr4,OBS_ThtCorr5,OBS_ThtCorr6,OBS_ThtCorr7,OBS_ThtCorr8,OBS_ThtCorr9,OBS_ThtCorr10,OBS_ThtCorr11,OBS_ThtCorr12,OBS_ThtCorr13,OBS_ThtCorr14,OBS_ThtCorr15,OBS_ThtCorr16,OBS_ThtCorr17,
7-5_15:40:33.1421748,2,1713,139.66,0.7422,0.1143,29.94,250,0,67,0,65535,0,0,0,0,0,0,0,0,134.38,28.83,0,16.1172,58,0,-67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:40:33.4280765,2,1057,139.61,0.25,0.0488,29.91,250,0,25,0,65535,0,0,0,0,0,0,0,0,130.48,16.72,0.0078,46.3906,65,3,-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:40:33.6804442,2,1115,139.66,0.1172,0.0215,29.87,250,0,200,0,65535,0,0,0,0,0,0,0,0,133,15.73,0.0078,45.0547,64,2,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:40:33.9647250,2,1118,139.66,0.0391,0.0049,29.8,250,0,71,0,65535,0,0,0,0,0,0,0,0,134.97,15.91,0.0078,43.7031,64,1,-67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:40:34.2359566,2,1119,139.61,0.0156,0.002,29.73,250,0,140,0,65535,0,0,0,0,0,0,0,0,136.33,15.91,0.0078,43.3672,64,-1,-137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:40:34.5201553,2,862,139.61,0.0078,0.001,29.67,250,0,42,0,65535,0,0,0,0,0,0,0,0,135.52,18.77,0,57.1094,67,-3,-134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:40:34.7905013,2,693,139.61,0,0,29.6,250,0,187,0,65535,0,0,0,0,0,0,0,0,136.77,9.28,0,67.5312,69,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:40:35.0766692,2,529,139.66,0,0,29.55,250,0,132,0,65535,0,0,0,0,0,0,0,0,137.61,8.97,0,83.8906,72,4,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:40:35.3320211,2,370,139.61,0,0,29.54,250,0,141,0,65535,0,0,0,0,0,0,0,0,138.2,9.22,0,106.125,74,-1,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:40:35.6152880,2,206,139.61,0,0,29.49,250,0,46,0,65535,0,0,0,0,0,0,0,0,138.62,8.89,0.0078,141.6172,55,0,-96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:40:35.9154506,4,0,139.61,0,0,29.46,250,0,0,0,65535,0,0,0,0,0,0,0,0,138.91,8.08,0,0,0,-2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:40:36.1694987,4,0,139.66,0,0,29.43,250,0,0,0,65535,0,0,0,0,0,0,0,0,139.16,0.11,0,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:40:36.4547357,4,0,139.66,0,0,29.38,250,0,0,0,65535,0,0,0,0,0,0,0,0,139.3,0,0,0,0,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:40:36.7240181,4,0,139.66,0,0,29.38,250,0,0,0,65535,0,0,0,0,0,0,0,0,139.41,0,0,0,0,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:40:37.0093667,4,0,139.66,0,0,29.34,250,0,0,0,65535,0,0,0,0,0,0,0,0,139.48,0,0,0,0,19,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:40:37.2805264,4,0,139.66,0,0,29.32,250,0,0,0,65535,0,0,0,0,0,0,0,0,139.53,0,0,0,0,21,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:40:37.5658429,4,0,139.61,0,0,29.31,250,0,0,0,65535,0,0,0,0,0,0,0,0,139.58,0,0,0,0,22,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
