time,EngineState,MotorSpeed,Bat,Ie,Power,MotorTemp,InvTemp,PCodeActive,EthtDeg,Enc485Pos,Enc6825Pos,HALL_U,HALL_V,HALL_W,HALL_Idx,EncABZLine,EncABZCw,Enc485Cw,Enc6825Cw,SMO_U,SMO_E,SMO_I,SMO_EstI,OBS_ThtCorr,OBS_ThtDiff,OBS_ThtErr,Hall_Tht1,Hall_Tht2,Hall_Tht3,Hall_Tht4,Hall_Tht5,Hall_Tht6,OBS_ThtCorr1,OBS_ThtCorr2,OBS_ThtCorr3,OBS_ThtCorr4,OBS_ThtCorr5,OBS_ThtCorr6,OBS_ThtCorr7,OBS_ThtCorr8,OBS_ThtCorr9,OBS_ThtCorr10,OBS_ThtCorr11,OBS_ThtCorr12,OBS_ThtCorr13,OBS_ThtCorr14,OBS_ThtCorr15,OBS_ThtCorr16,OBS_ThtCorr17,
7-5_15:45:41.1695831,3,3028,139.66,1.5625,0.2178,28.28,250,0,80,0,65535,0,0,0,0,0,0,0,0,136.78,63.73,1.8906,3.5312,45,-2,-80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:45:41.4533668,3,2957,139.56,1.8906,0.2393,28.27,250,0,289,0,65535,0,0,0,0,0,0,0,0,137.44,59.84,2.9531,3.0625,45,-1,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:45:41.7075421,3,2962,139.56,2.5,0.3486,28.28,250,0,113,0,65535,0,0,0,0,0,0,0,0,138.05,54.69,2.8125,3.2656,46,0,-113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:45:41.9764504,3,2976,139.52,2.8125,0.3916,28.29,250,0,77,0,65535,0,0,0,0,0,0,0,0,138.47,59.59,2.4766,3.3047,47,-1,-77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:45:42.2599462,3,2788,139.56,3.5156,0.4658,28.27,250,0,202,0,65535,0,0,0,0,0,0,0,0,138.78,59.17,5.5078,5.8984,49,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:45:42.5143263,3,2705,139.47,5.0781,0.6387,28.27,250,0,151,0,65535,0,0,0,0,0,0,0,0,138.98,62.97,6.5,8.1016,52,1,-151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:45:42.8012346,3,2709,139.61,6.3047,0.8535,28.34,250,0,211,0,65535,0,0,0,0,0,0,0,0,139.11,64.16,6.6172,7.2969,53,3,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:45:43.0822949,3,2609,139.56,7.3672,1.0215,28.34,250,0,202,0,65535,0,0,0,0,0,0,0,0,139.2,62.66,8.8203,9.4688,56,2,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:45:43.3561504,3,2473,139.52,8.6016,1.1992,28.3,250,0,228,0,65535,0,0,0,0,0,0,0,0,139.25,61.95,11.2188,13.1328,58,-2,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:45:43.6252427,3,2404,139.56,9.9609,1.3506,28.33,250,0,207,0,65535,0,0,0,0,0,0,0,0,139.28,52.88,10.6719,13.5234,61,-2,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:45:43.8940908,3,2394,139.22,10.6328,1.459,28.35,250,0,44,0,65535,0,0,0,0,0,0,0,0,139.3,53.48,11.5234,13.2109,61,0,-44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:45:44.1790674,3,2440,139.56,11.0391,1.5469,28.38,250,0,255,0,65535,0,0,0,0,0,0,0,0,139.31,57.84,9.7109,12.2266,62,-4,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:45:44.4334023,3,2461,139.17,11.3672,1.5918,28.42,250,0,105,0,65535,0,0,0,0,0,0,0,0,139.31,52.61,9.9453,10.625,62,-5,-105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:45:44.7183779,3,2924,139.66,7.7031,1.0742,28.43,250,0,215,0,65535,0,0,0,0,0,0,0,0,139.38,57.53,3.1406,3.3906,54,-3,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:45:44.9714479,3,3024,139.61,4.7422,0.6611,28.48,250,0,219,0,65535,0,0,0,0,0,0,0,0,139.44,59.45,1.9609,2.4219,49,-2,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:45:45.2430656,3,2928,139.52,3.4922,0.4863,28.47,250,0,168,0,65535,0,0,0,0,0,0,0,0,139.47,60.09,3.5078,4.1875,48,0,-168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:45:45.5123730,3,2918,139.66,3.4609,0.4795,28.46,250,0,198,0,65535,0,0,0,0,0,0,0,0,139.48,62.41,3.5234,3.8672,48,3,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:45:45.7644150,3,2956,139.66,3.5938,0.5059,28.52,250,0,6,0,65535,0,0,0,0,0,0,0,0,139.5,58.06,2.8672,3.2422,48,4,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:45:46.0494121,3,2938,139.56,3.4609,0.5068,28.5,250,0,281,0,65535,0,0,0,0,0,0,0,0,139.52,61.58,3.3828,4.0469,48,-2,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:45:46.3037320,3,2919,139.61,3.2891,0.4502,28.39,250,0,248,0,65535,0,0,0,0,0,0,0,0,139.53,65.8,3.5,3.9766,47,-7,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:45:46.5730597,3,2942,139.56,3.2422,0.4326,28.42,250,0,8,0,65535,0,0,0,0,0,0,0,0,139.53,61.62,3.2188,3.9766,47,-5,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:45:46.8569812,3,2787,139.47,4.0859,0.5693,28.47,250,0,187,0,65535,0,0,0,0,0,0,0,0,139.52,64.42,6.0938,6.9609,50,-9,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:45:47.1259828,3,2511,139.03,6.4219,0.8398,28.41,250,0,90,0,65535,0,0,0,0,0,0,0,0,139.48,63.08,10.3594,11.3828,55,-11,-90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:45:47.3945342,3,2413,139.42,8.125,1.0859,28.41,250,0,328,0,65535,0,0,0,0,0,0,0,0,139.45,63.8,11.2031,13.5312,58,-4,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:45:47.6775722,3,2430,139.56,9.7031,1.3203,28.45,250,0,235,0,65535,0,0,0,0,0,0,0,0,139.42,59.12,11.0234,13.4375,60,-5,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:45:47.9338174,3,2416,139.56,10.5859,1.4482,28.47,250,0,204,0,65535,0,0,0,0,0,0,0,0,139.39,52.03,10.8281,12.6875,61,-1,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:45:48.2169205,3,2363,138.94,11.2266,1.5195,28.45,250,0,102,0,65535,0,0,0,0,0,0,0,0,139.38,60.61,12.25,12.3281,62,-4,-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:45:48.4871944,3,2292,139.52,12.0703,1.6816,28.46,250,0,198,0,65535,0,0,0,0,0,0,0,0,139.36,53.5,13.5156,14.4219,64,2,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:45:48.7571755,3,2286,139.47,12.6328,1.748,28.52,250,0,310,0,65535,0,0,0,0,0,0,0,0,139.34,52.2,13.9297,14.8516,64,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:45:49.0408813,3,2275,139.42,13.0703,1.7871,28.54,250,0,344,0,65535,0,0,0,0,0,0,0,0,139.33,53.28,12.8672,16.4219,65,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:45:49.2949592,3,2243,139.56,13.4922,1.8467,28.55,250,0,294,0,65535,0,0,0,0,0,0,0,0,139.31,51.89,14.3438,14.3516,66,2,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:45:49.5811927,3,2244,139.56,13.7656,1.8867,28.6,250,0,293,0,65535,0,0,0,0,0,0,0,0,139.31,51.97,14.1172,13.9219,66,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:45:49.8502792,3,2241,138.98,13.9219,1.9424,28.62,250,0,46,0,65535,0,0,0,0,0,0,0,0,139.3,51,13.8125,15.1406,66,2,-46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:45:50.1372462,3,2235,139.42,14.25,1.9824,28.66,250,0,316,0,65535,0,0,0,0,0,0,0,0,139.28,50.08,14.6562,15.3047,66,-2,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:45:50.3905677,3,2196,138.8,14.4766,2.0195,28.67,250,0,80,0,65535,0,0,0,0,0,0,0,0,139.28,49.66,14.1328,17.2109,67,1,-80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:45:50.6586098,3,2156,139.22,14.7344,2.0381,28.68,250,0,19,0,65535,0,0,0,0,0,0,0,0,139.27,48.84,15.8672,15.0234,67,0,-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:45:50.9438111,3,2125,139.47,15.1797,2.0742,28.69,250,0,296,0,65535,0,0,0,0,0,0,0,0,139.27,48.58,16.8359,17.0312,68,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:45:51.2124267,3,2109,139.42,15.1406,2.0908,28.73,250,0,337,0,65535,0,0,0,0,0,0,0,0,139.25,48.03,15.9844,17.5156,68,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:45:51.4827067,3,2197,138.94,15.2891,2.1289,28.75,250,0,40,0,65535,0,0,0,0,0,0,0,0,139.25,47.86,15.4922,15.5781,67,1,-40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:45:51.7526635,3,2130,139.38,14.7109,2.0654,28.78,250,0,348,0,65535,0,0,0,0,0,0,0,0,139.25,48.53,15.6328,16.75,67,-2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:45:52.0216704,3,2231,139.52,15.0938,2.1143,28.83,250,0,311,0,65535,0,0,0,0,0,0,0,0,139.25,48.84,14.8594,15.1953,67,-3,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:45:52.3049112,3,2225,139.56,14.625,2.0479,28.84,250,0,233,0,65535,0,0,0,0,0,0,0,0,139.25,49,13.7891,15.8203,67,-5,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:45:52.5592322,3,2032,139.27,15.0469,2.0576,28.89,250,0,14,0,65535,0,0,0,0,0,0,0,0,139.25,43.69,14.4141,15.2578,68,-1,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:45:52.8285931,3,1944,139.31,15.5078,2.1865,28.94,250,0,341,0,65535,0,0,0,0,0,0,0,0,139.25,44.42,20.625,19.9297,69,-15,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:45:53.0986757,3,2106,139.56,15.6094,2.1768,28.95,250,0,185,0,65535,0,0,0,0,0,0,0,0,139.2,44.61,13.7422,14.8906,68,-13,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:45:53.3686788,3,2100,138.8,15.3594,2.1416,28.95,250,0,121,0,65535,0,0,0,0,0,0,0,0,139.22,46.48,17,18.0547,68,-7,-115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:45:53.6498820,3,1977,139.38,15.7734,2.2227,29,250,0,172,0,65535,0,0,0,0,0,0,0,0,139.19,43.47,18.1797,17.375,68,-1,-172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:45:53.9328475,3,1967,139.31,16.5234,2.2588,29.01,250,0,243,0,65535,0,0,0,0,0,0,0,0,139.2,36.64,15.8438,17.7656,68,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:45:54.1885687,3,1995,139.42,16.5938,2.3018,29.05,250,0,314,0,65535,0,0,0,0,0,0,0,0,139.19,40.59,19.9531,20.3438,68,5,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:45:54.4728626,3,1975,139.75,16.8125,2.1982,29.05,250,0,197,0,65535,0,0,0,0,0,0,0,0,139.02,35.03,15.0938,15.1797,68,-1,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:45:54.7438533,3,1925,138.55,15.9297,2.2178,29.15,250,0,102,0,65535,0,0,0,0,0,0,0,0,139.12,33.08,13.75,21.0938,69,35,-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:45:55.0328696,3,1931,138.55,15.75,2.2246,29.22,250,0,101,0,65535,0,0,0,0,0,0,0,0,139.2,27.7,13.7422,20.7578,69,69,-101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:45:55.3121293,3,1924,139.27,15.4766,2.1563,29.26,250,0,173,0,65535,0,0,0,0,0,0,0,0,139.23,41.41,18.5703,17.3984,69,84,-173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:45:55.5664865,3,1884,139.31,16.0938,2.125,29.19,250,0,291,0,65535,0,0,0,0,0,0,0,0,139.12,33.17,14.0234,22.4453,69,73,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:45:55.8524477,3,1886,139.03,15.5625,2.1416,29.28,250,0,354,0,65535,0,0,0,0,0,0,0,0,138.97,38.41,18.6484,17.7266,69,36,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:45:56.1215100,3,1903,138.45,18.2656,2.5469,29.43,250,0,87,0,65535,0,0,0,0,0,0,0,0,139.03,29.88,14.7578,20.1016,69,12,-87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:45:56.3887771,3,1923,139.03,16.9375,2.3594,29.45,250,0,141,0,65535,0,0,0,0,0,0,0,0,139.11,40.73,21.1328,20.4609,69,39,-141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:45:56.6728275,3,1886,139.17,16.125,2.2344,29.46,250,0,345,0,65535,0,0,0,0,0,0,0,0,138.97,36.97,21.8906,19.3828,69,27,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:45:56.9450631,3,1907,139.31,16.0469,2.2979,29.53,250,0,210,0,65535,0,0,0,0,0,0,0,0,138.98,36.97,15.8359,16.0391,69,17,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:45:57.2296238,3,1895,138.45,17.5938,2.3604,29.55,250,0,99,0,65535,0,0,0,0,0,0,0,0,138.86,29.23,13.9766,20.3984,69,8,-94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:45:57.4829442,3,1805,137.62,16.6484,2.2861,29.59,250,0,118,0,65535,0,0,0,0,0,0,0,0,138.72,32.88,13.8516,22.1172,69,14,-112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:45:57.7698560,3,1910,138.5,15.6016,2.1719,29.62,250,0,119,0,65535,0,0,0,0,0,0,0,0,138.83,38.95,14.8594,22.8125,69,36,-119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:45:58.0379216,3,1927,139.08,16.1328,2.2822,29.74,250,0,10,0,65535,0,0,0,0,0,0,0,0,139,36.97,14.9141,15.0312,69,41,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:45:58.3062225,3,1957,139.47,15.4688,2.1777,29.73,250,0,179,0,65535,0,0,0,0,0,0,0,0,138.98,39.42,16.3359,16.0391,68,41,-173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:45:58.5913989,3,1995,139.27,15.625,2.1689,29.8,250,0,163,0,65535,0,0,0,0,0,0,0,0,139.08,42.67,18.7031,18.1094,68,44,-157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:45:58.8457510,3,1925,139.27,16.1016,2.166,29.83,250,0,250,0,65535,0,0,0,0,0,0,0,0,139.03,36,15.8438,18.9141,69,19,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:45:59.0976253,3,1933,139.12,17.1484,2.4941,29.86,250,0,11,0,65535,0,0,0,0,0,0,0,0,138.94,35.3,13.8203,14.6719,69,2,-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:45:59.3808993,3,2029,139.52,16.4922,2.2871,29.91,250,0,288,0,65535,0,0,0,0,0,0,0,0,139,41.95,15.4688,19.7422,68,-4,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:45:59.6367217,3,1874,138.31,16.9922,2.3682,29.96,250,0,89,0,65535,0,0,0,0,0,0,0,0,139.06,33.91,15.875,20.1719,69,7,-89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:45:59.9225637,3,1832,138.27,16.6953,2.332,30,250,0,151,0,65535,0,0,0,0,0,0,0,0,138.95,34.39,23,21.5469,69,14,-151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:46:00.1761710,3,2084,138.73,16.9297,2.3926,29.98,250,0,76,0,65535,0,0,0,0,0,0,0,0,138.92,43.02,13.8438,18.1562,68,19,-76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:46:00.4614843,3,1950,139.31,16.4062,2.2646,30,250,0,248,0,65535,0,0,0,0,0,0,0,0,138.97,37.38,15.8438,19.0469,68,8,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:46:00.7445506,3,1813,137.58,16.3828,2.2607,29.98,250,0,320,0,65535,0,0,0,0,0,0,0,0,138.92,35.17,20.0391,22.9062,69,19,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:46:00.9988912,3,1459,112.53,16.5625,1.874,30,250,0,301,0,65535,0,0,0,0,0,0,0,0,134.95,27.2,15.8438,26.4844,71,14,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:46:01.2837074,3,2070,138.5,8.9609,1.3721,29.97,250,0,270,0,65535,0,0,0,0,0,0,0,0,132.45,37.98,0,7.7422,62,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:46:01.5529946,3,25104,139.66,3.4766,0.5977,29.93,250,0,230,0,65535,0,0,0,0,0,0,0,0,133.27,425.45,0.0156,1.7812,48,2,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:46:01.8223421,3,3164,139.66,1.4922,0.2568,29.92,250,0,215,0,65535,0,0,0,0,0,0,0,0,128.31,26.58,0,0.6641,45,0,-143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:46:02.1077632,3,31578,139.66,0.5859,0.1094,29.92,250,0,37,0,65535,0,0,0,0,0,0,0,0,131.34,759.89,0.0078,2.3828,-43,2,-138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:46:02.3610883,3,31639,139.66,0.25,0.0488,29.87,250,0,138,0,65535,0,0,0,0,0,0,0,0,133.75,475.14,0.0078,2.1484,-43,2,-170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:46:02.6463857,3,31068,139.66,0.0938,0.0127,29.83,250,0,218,0,65535,0,0,0,0,0,0,0,0,135.5,671.33,0.0156,3.2734,-43,-3,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:46:02.9163081,3,29442,139.66,0.0391,0.0049,29.77,250,0,148,0,65535,0,0,0,0,0,0,0,0,136.75,507.36,0,1.3906,43,0,-148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
