time,EngineState,MotorSpeed,Bus_U,Is,Bus_I,BUS_P,MotorTemp,InvTemp,PCodeActive,EthtDeg,EncPos,Enc485Err,IqFbk,HALL_U,HALL_V,HALL_W,HALL_Idx,EncABZLine,EncABZCw,Enc485Cw,Enc6825Cw,SMO_U,SMO_E,SMO_I,SMO_EstI,OBS_ThtCorr,OBS_ThtDiff,OBS_ThtErr,Hall_Tht1,Hall_Tht2,Hall_Tht3,Hall_Tht4,Hall_Tht5,Hall_Tht6,OBS_ThtCorr1,OBS_ThtCorr2,OBS_ThtCorr3,OBS_ThtCorr4,OBS_ThtCorr5,OBS_ThtCorr6,OBS_ThtCorr7,OBS_ThtCorr8,OBS_ThtCorr9,OBS_ThtCorr10,OBS_ThtCorr11,OBS_ThtCorr12,OBS_ThtCorr13,OBS_ThtCorr14,OBS_ThtCorr15,OBS_ThtCorr16,OBS_ThtCorr17,
9-24_15:59:36.9965345,3,1164,144.78,8.3125,4.6094,0.6631,27.9,250,0,230,55112,0,0.11206,0,0,0,0,0,0,1,0,55.02,16.27,6.8125,22.2422,71,70,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_15:59:37.2808054,3,1294,144.39,7.5078,4.6172,0.665,28.06,250,0,352,33504,0,0.11743,0,0,0,0,0,0,1,0,62.34,20.17,7.7188,21.5938,70,74,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_15:59:37.5517285,3,1475,143.95,7.3516,4.8984,0.707,28.28,250,0,161,48320,0,0.12323,0,0,0,0,0,0,1,0,70.08,26.28,6.5078,16.2344,70,77,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_15:59:37.8190173,3,1631,143.31,7.5859,5.4375,0.7881,28.54,250,0,90,8800,0,0.12968,0,0,0,0,0,0,1,0,78.36,30.55,7.7109,14.375,71,78,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_15:59:38.0882900,3,1789,144.89,7.4766,5.8125,0.8359,28.81,250,0,242,22624,0,0.13539,0,0,0,0,0,0,1,0,86.61,35.28,7.9219,11.2578,71,78,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_15:59:38.3735316,3,1981,143.61,7.4141,6.2891,0.9092,29.07,250,0,41,3816,0,0.14124,0,0,0,0,0,0,1,0,94.84,42.12,7.125,9.0859,70,78,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_15:59:38.6436731,3,2110,145.23,7.8906,7.0859,1.0254,29.32,250,0,256,23360,0,0.14717,0,0,0,0,0,0,1,0,103.42,44.28,10.6172,11.2578,70,77,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_15:59:38.8969964,3,2277,143.2,8.3281,8.0312,1.1494,29.58,250,0,122,10824,0,0.15361,0,0,0,0,0,0,1,0,112.44,50.12,10.0469,11.2734,70,77,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_15:59:39.1672815,3,2401,142.86,8.4844,8.75,1.2666,29.89,250,0,109,9768,0,0.15971,0,0,0,0,0,0,1,0,121.09,57.31,8.7422,10.6094,70,76,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_15:59:39.4375501,3,2503,144.89,8.0781,9,1.2969,30.08,250,0,275,57464,0,0.16528,0,0,0,0,0,0,1,0,127.91,53.56,7.4062,8.3281,68,76,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_15:59:39.7217875,3,2486,144.78,7.7969,9.0547,1.3115,30.34,250,0,313,28224,0,0.1703,0,0,0,0,0,0,1,0,132.69,54.62,7.0703,8.4062,68,75,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_15:59:39.9900740,3,2458,144.34,7.7266,9.1016,1.3193,30.57,250,0,331,62751,0,0.17509,0,0,0,0,0,0,1,0,136.08,54.73,7.8672,9.3828,68,74,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_15:59:40.2603171,3,2461,144.73,7.8594,9.2734,1.3389,30.83,250,0,283,58416,0,0.1799,0,0,0,0,0,0,1,0,138.5,55.73,8.2422,9.3281,68,74,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_15:59:40.5296289,3,2446,144.19,7.7266,9.2188,1.3252,31.05,250,0,346,31208,0,0.18459,0,0,0,0,0,0,1,0,140.16,56.7,8.5547,10.2266,68,74,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_15:59:40.8128695,3,2468,144.14,7.7344,9.2422,1.3223,31.3,250,0,7,616,0,0.18886,0,0,0,0,0,0,1,0,141.31,57.45,7.3594,9.6328,68,74,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_15:59:41.0664426,3,2480,143.36,7.9219,9.3984,1.3457,31.53,250,0,116,43280,0,0.19325,0,0,0,0,0,0,1,0,142.12,56.95,7.5,8.4219,68,74,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_15:59:41.3347243,3,2460,144.34,7.9141,9.4219,1.3545,31.76,250,0,322,61951,0,0.19742,0,0,0,0,0,0,1,0,142.7,54.45,7.4141,9.1719,68,74,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_15:59:41.6040036,3,2439,144.78,7.9297,9.4766,1.3711,31.97,250,0,316,61696,0,0.20145,0,0,0,0,0,0,1,0,143.08,54.27,7.9453,10.4766,69,74,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_15:59:41.8732556,3,2422,143.06,8.0625,9.5703,1.3896,32.2,250,0,91,41240,0,0.20551,0,0,0,0,0,0,1,0,143.38,59.03,8.0156,10.5156,69,74,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_15:59:42.1425350,3,2475,143.36,7.9766,9.5391,1.3809,32.42,250,0,118,43464,0,0.20955,0,0,0,0,0,0,1,0,143.58,56.69,7.4141,8.3828,68,74,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_15:59:42.4128419,3,2449,143.55,7.8516,9.4766,1.3721,32.63,250,0,162,15072,0,0.21298,0,0,0,0,0,0,1,0,143.72,55.52,8.4609,10.0234,68,74,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_15:59:42.6960869,3,2452,143.95,7.75,9.3906,1.3486,32.88,250,0,177,48680,0,0.21623,0,0,0,0,0,0,1,0,143.81,57.72,8.1094,10.0547,68,73,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_15:59:42.9673578,3,2472,143.36,7.5547,9.2031,1.3262,33.11,250,0,79,6952,0,0.21904,0,0,0,0,0,0,1,0,143.89,56.62,7.1484,9.1016,68,73,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_15:59:43.2366391,3,2376,144.94,8.0234,9.4766,1.3574,33.31,250,0,282,58503,0,0.22279,0,0,0,0,0,0,1,0,143.94,58.72,9.8203,11.8438,69,73,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_15:59:43.5039250,3,2446,144.34,8.5078,9.9062,1.4258,33.54,250,0,203,18528,0,0.22693,0,0,0,0,0,0,1,0,143.97,55.19,7.5156,9.4922,70,74,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_15:59:43.7881673,3,2477,144.34,8.1953,9.7891,1.4033,33.75,250,0,3,80,0,0.23018,0,0,0,0,0,0,1,0,144,56,7.5078,9.3281,69,74,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_15:59:44.0594366,3,2440,143.66,7.8281,9.5234,1.3711,33.94,250,0,44,36408,0,0.23282,0,0,0,0,0,0,1,0,143.86,55.5,7.0156,7.9531,68,74,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_15:59:44.3287252,3,2171,144.25,7.1953,8.75,1.2686,34.16,250,0,190,49943,0,0.23396,0,0,0,0,0,0,1,0,139.81,48.98,7.7109,8.8125,69,73,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_15:59:44.5810446,3,1956,145.12,6.6953,7.8516,1.1318,34.34,250,0,264,24448,0,0.23483,0,0,0,0,0,0,1,0,133.91,44.27,8.1875,9.6172,69,73,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_15:59:44.8652884,3,1761,144.89,6.25,6.9219,0.9961,34.55,250,0,250,22856,0,0.23521,0,0,0,0,0,0,1,0,126.19,37.09,5.5938,10.2266,69,74,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_15:59:45.1365600,3,1490,143.7,6.0625,6.1797,0.8887,34.76,250,0,116,44320,0,0.23576,0,0,0,0,0,0,1,0,117.16,29.98,6.6875,15.0938,69,75,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_15:59:45.4058400,3,1285,144.83,6.0156,5.4297,0.7871,34.95,250,0,328,63896,0,0.23595,0,0,0,0,0,0,1,0,107.41,23.14,6.8594,19.4844,69,77,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_15:59:45.6601631,3,1115,145.03,5.7656,4.7031,0.6768,35.11,250,0,299,28344,0,0.23596,0,0,0,0,0,0,1,0,97.84,17.23,5.4297,22.2891,69,80,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_15:59:45.9294439,3,906,144.89,5.7578,4.1562,0.5986,35.29,250,0,219,21984,0,0.23598,0,0,0,0,0,0,1,0,88.05,10.58,6.0938,24.375,70,83,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_15:59:46.1997150,3,725,144.94,5.6172,3.5625,0.5166,35.47,250,0,329,64647,0,0.23563,0,0,0,0,0,0,1,0,78.42,9.36,4.8359,23.7188,71,86,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_15:59:46.4689683,2,552,143.95,9.6797,4.1875,0.6006,35.62,250,0,24,30784,0,0.24359,0,0,0,0,0,0,1,0,71.56,8.98,12.6406,23.6016,73,81,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_15:59:46.7392682,2,388,144.44,11.4297,4.3516,0.6279,35.77,250,0,173,11264,0,0.25253,0,0,0,0,0,0,1,0,63.47,8.88,12.6875,17.9453,75,77,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_15:59:46.9925954,2,229,144.53,12.0625,4.1406,0.5957,35.91,250,0,2,27768,0,0.26088,0,0,0,0,0,0,1,0,55.7,8.52,12.6016,16.3828,69,73,-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_15:59:47.3107159,2,65,143.41,12.3281,3.7969,0.5488,36.06,250,0,114,5720,0,0.26915,0,0,0,0,0,0,1,0,47.98,8.03,12.8438,13.0703,26,67,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_15:59:47.5800268,4,0,145.03,5.2969,2.3984,0.3477,36.26,250,0,0,20888,0,0.25729,0,0,0,0,0,0,1,0,41.11,0.11,12.4375,0,0,61,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_15:59:47.8632683,4,0,145.03,2.5078,1.6172,0.2354,36.43,250,0,0,24720,0,0.24826,0,0,0,0,0,0,1,0,37.11,0,12.4375,0,0,58,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_15:59:48.1164185,4,0,144.98,1.0312,1.0312,0.1494,36.62,250,0,0,25568,0,0.24001,0,0,0,0,0,0,1,0,34.38,0,12.4375,0,0,56,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_15:59:48.3877195,4,0,144.98,0.4688,0.6562,0.0957,36.8,250,0,0,26312,0,0.23181,0,0,0,0,0,0,1,0,32.38,0,12.4375,0,0,54,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_15:59:48.6560321,4,0,144.94,0.7969,0.5156,0.0742,36.95,250,0,0,34824,0,0.22491,0,0,0,0,0,0,1,0,30.97,0,12.4375,0,0,53,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_15:59:48.9252821,4,0,144.94,0.7656,0.3906,0.0566,37.07,250,0,0,41248,0,0.21823,0,0,0,0,0,0,1,0,30.03,0,12.4375,0,0,52,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_15:59:49.1766407,4,0,144.89,0.4219,0.2734,0.0391,37.17,250,0,0,42432,0,0.21095,0,0,0,0,0,0,1,0,29.34,0,12.4375,0,0,52,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_15:59:49.4469170,4,0,144.94,0.1953,0.1719,0.0254,37.24,250,0,0,42496,0,0.20374,0,0,0,0,0,0,1,0,28.83,0,12.4375,0,0,51,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_15:59:49.7311611,4,0,144.94,0.1016,0.1094,0.0166,37.3,250,0,0,42256,0,0.19676,0,0,0,0,0,0,1,0,28.48,0,12.4375,0,0,51,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_15:59:50.0004304,4,0,144.94,0.1328,0.0859,0.0127,37.3,250,0,0,43232,0,0.19,0,0,0,0,0,0,1,0,28.23,0,12.4375,0,0,51,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_15:59:50.2678957,4,0,144.94,0.2031,0.0703,0.0107,37.29,250,0,0,45720,0,0.18309,0,0,0,0,0,0,1,0,28.05,0,12.4375,0,0,51,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_15:59:50.5520491,4,0,144.94,0.1094,0.0469,0.0068,37.22,250,0,0,45336,0,0.17686,0,0,0,0,0,0,1,0,27.92,0,12.4375,0,0,51,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_15:59:50.8064155,4,0,144.94,0.2188,0.0547,0.0078,37.16,250,0,0,42480,0,0.17122,0,0,0,0,0,0,1,0,27.84,0,12.4375,0,0,51,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_15:59:51.0862752,4,0,144.89,0.2891,0.0625,0.0088,37.09,250,0,0,45168,0,0.16518,0,0,0,0,0,0,1,0,27.78,0,12.4375,0,0,51,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_15:59:51.3575528,4,0,144.94,0.1562,0.0469,0.0068,37.01,250,0,0,45096,0,0.15953,0,0,0,0,0,0,1,0,27.73,0,12.4375,0,0,51,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_15:59:51.6268348,4,0,144.94,0.3672,0.0703,0.0107,36.91,250,0,0,40392,0,0.1543,0,0,0,0,0,0,1,0,27.7,0,12.4375,0,0,51,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_15:59:51.8808299,4,0,144.94,0.2734,0.0625,0.0088,36.8,250,0,0,41120,0,0.14919,0,0,0,0,0,0,1,0,27.69,0,12.4375,0,0,51,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_15:59:52.1500789,4,0,144.89,0.2188,0.0547,0.0078,36.67,250,0,0,42528,0,0.14407,0,0,0,0,0,0,1,0,27.67,0,12.4375,0,0,51,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_15:59:52.4353544,4,0,144.94,0.1875,0.0469,0.0068,36.53,250,0,0,41192,0,0.13918,0,0,0,0,0,0,1,0,27.66,0,12.4375,0,0,51,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_15:59:52.7046248,4,0,144.94,0.1094,0.0312,0.0049,36.4,250,0,0,41040,0,0.13443,0,0,0,0,0,0,1,0,27.66,0,12.4375,0,0,50,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_15:59:52.9579490,4,0,144.94,0.0781,0.0234,0.0039,36.27,250,0,0,41224,0,0.12997,0,0,0,0,0,0,1,0,27.66,0,12.4375,0,0,50,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_15:59:53.2281973,4,0,144.94,0.1094,0.0234,0.0039,36.15,250,0,0,40600,0,0.12555,0,0,0,0,0,0,1,0,27.64,0,12.4375,0,0,50,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_15:59:53.4985046,4,0,144.94,0.1094,0.0234,0.0039,36.02,250,0,0,39432,0,0.12125,0,0,0,0,0,0,1,0,27.64,0,12.4375,0,0,50,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_15:59:53.7667868,4,0,144.83,0.0703,0.0156,0.0029,35.91,250,0,0,39560,0,0.11734,0,0,0,0,0,0,1,0,27.64,0,12.4375,0,0,50,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_15:59:54.0197327,4,0,144.89,0.0625,0.0156,0.002,35.78,250,0,0,39288,0,0.11334,0,0,0,0,0,0,1,0,27.64,0,12.4375,0,0,50,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_15:59:54.3069370,4,0,144.89,0.0547,0.0156,0.002,35.65,250,0,0,39160,0,0.10959,0,0,0,0,0,0,1,0,27.64,0,12.4375,0,0,50,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_15:59:54.5752472,4,0,144.94,0.1953,0.0312,0.0039,35.54,250,0,0,36480,0,0.10542,0,0,0,0,0,0,1,0,27.64,0,12.4375,0,0,50,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_15:59:54.8591085,4,0,144.94,0.2031,0.0391,0.0049,35.43,250,0,0,34528,0,0.10155,0,0,0,0,0,0,1,0,27.64,0,12.4375,0,0,50,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_15:59:55.1293766,4,0,144.94,0.1094,0.0234,0.0039,35.34,250,0,0,33992,0,0.09802,0,0,0,0,0,0,1,0,27.64,0,12.4375,0,0,50,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_15:59:55.3966443,4,0,144.94,0.0625,0.0156,0.0029,35.24,250,0,0,33232,0,0.09448,0,0,0,0,0,0,1,0,27.64,0,12.4375,0,0,50,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_15:59:55.6809192,4,0,144.89,0.0781,0.0156,0.0029,35.12,250,0,0,32136,0,0.09111,0,0,0,0,0,0,1,0,27.64,0,12.4375,0,0,50,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_15:59:55.9511856,4,0,144.89,0.0547,0.0156,0.002,35,250,0,0,32144,0,0.08801,0,0,0,0,0,0,1,0,27.64,0,12.4375,0,0,50,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_15:59:56.2205254,4,0,144.83,0.1562,0.0234,0.0039,34.88,250,0,0,33712,0,0.08524,0,0,0,0,0,0,1,0,27.64,0,12.4375,0,0,50,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_15:59:56.4888074,4,0,144.89,0.1641,0.0312,0.0049,34.76,250,0,0,35104,0,0.08249,0,0,0,0,0,0,1,0,27.64,0,12.4375,0,0,50,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_15:59:56.7720552,4,0,144.83,0.1875,0.0312,0.0049,34.66,250,0,0,36304,0,0.07985,0,0,0,0,0,0,1,0,27.64,0,12.4375,0,0,50,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_15:59:57.0423315,4,0,144.89,0.1484,0.0312,0.0049,34.57,250,0,0,37328,0,0.07729,0,0,0,0,0,0,1,0,27.64,0,12.4375,0,0,50,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_15:59:57.2966178,4,0,144.89,0.0859,0.0234,0.0029,34.48,250,0,0,37408,0,0.07468,0,0,0,0,0,0,1,0,27.64,0,12.4375,0,0,50,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_15:59:57.5669233,4,0,144.89,0.0469,0.0156,0.002,34.39,250,0,0,37240,0,0.0722,0,0,0,0,0,0,1,0,27.64,0,12.4375,0,0,50,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_15:59:57.8498201,4,0,144.89,0.0391,0.0078,0.002,34.29,250,0,0,37200,0,0.06976,0,0,0,0,0,0,1,0,27.64,0,12.4375,0,0,50,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_15:59:58.1200926,4,0,144.89,0.0312,0.0078,0.001,34.18,250,0,0,37184,0,0.0674,0,0,0,0,0,0,1,0,27.64,0,12.4375,0,0,50,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_15:59:58.3893425,4,0,144.89,0.0312,0.0078,0.001,34.07,250,0,0,37184,0,0.06512,0,0,0,0,0,0,1,0,27.64,0,12.4375,0,0,50,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_15:59:58.6586594,4,0,144.89,0.0625,0.0078,0.002,33.99,250,0,0,36336,0,0.06276,0,0,0,0,0,0,1,0,27.64,0,12.4375,0,0,50,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_15:59:58.9437076,4,0,144.89,0.0391,0.0078,0.001,33.93,250,0,0,35992,0,0.06061,0,0,0,0,0,0,1,0,27.64,0,12.4375,0,0,50,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
