time,EngineState,MotorSpeed,Bat,Ie,Power,MotorTemp,InvTemp,PCodeActive,EthtDeg,EncPos,Enc485Err,IqFbk,HALL_U,HALL_V,HALL_W,HALL_Idx,EncABZLine,EncABZCw,Enc485Cw,Enc6825Cw,SMO_U,SMO_E,SMO_I,SMO_EstI,OBS_ThtCorr,OBS_ThtDiff,OBS_ThtErr,Hall_Tht1,Hall_Tht2,Hall_Tht3,Hall_Tht4,Hall_Tht5,Hall_Tht6,OBS_ThtCorr1,OBS_ThtCorr2,OBS_ThtCorr3,OBS_ThtCorr4,OBS_ThtCorr5,OBS_ThtCorr6,OBS_ThtCorr7,OBS_ThtCorr8,OBS_ThtCorr9,OBS_ThtCorr10,OBS_ThtCorr11,OBS_ThtCorr12,OBS_ThtCorr13,OBS_ThtCorr14,OBS_ThtCorr15,OBS_ThtCorr16,OBS_ThtCorr17,
9-24_11:52:21.6175234,4,0,142.77,0,0,30.36,250,0,0,13855,0,0.00017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:21.8887968,4,0,142.81,0,0,30.36,250,0,0,13855,0,0.00017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:22.1730391,4,0,142.91,0,0,30.36,250,0,0,13855,0,0.00015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:22.4433187,4,0,142.81,0,0,30.38,250,0,0,13855,0,0.00015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:22.7125936,4,0,142.81,0,0,30.36,250,0,0,13855,0,0.00015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:22.9808779,4,0,142.81,0,0,30.36,250,0,0,13855,0,0.00015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:23.2511549,4,0,142.77,0,0,30.36,250,0,0,13855,0,0.00014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:23.5034860,4,0,142.86,0,0,30.36,250,0,0,13855,0,0.00014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:23.7883498,4,0,142.81,0,0,30.36,250,0,0,13855,0,0.00014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:24.0582683,4,0,142.86,0,0,30.37,250,0,0,13855,0,0.00012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:24.3285755,4,0,142.77,0,0,30.36,250,0,0,13855,0,0.00012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:24.5808995,4,0,142.77,0,0,30.36,250,0,0,13855,0,0.00012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:24.8651422,4,0,142.81,0,0,30.36,250,0,0,13855,0,0.00012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:25.1363853,4,0,142.77,0,0,30.36,250,0,0,13855,0,0.00012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:25.4206664,4,0,142.81,0,0,30.36,250,0,0,13855,0,0.00011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:25.6909126,4,0,142.86,0,0,30.36,250,0,0,13855,0,0.00011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:25.9598995,4,0,142.77,0,0,30.36,250,0,0,13855,0,0.00011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:26.2291740,4,0,142.91,0,0,30.38,250,0,0,13855,0,0.00011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:26.4994449,4,0,142.77,0,0,30.36,250,0,0,13855,0,0.00011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:26.7503918,4,0,142.77,0,0,30.37,250,0,0,13855,0,9E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:27.0336354,4,0,142.81,0,0,30.36,250,0,0,13855,0,9E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:27.3018879,4,0,142.77,0,0,30.36,250,0,0,13855,0,9E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:27.5542438,4,0,142.86,0,0,30.35,250,0,0,13855,0,9E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:27.8374562,4,0,142.77,0,0,30.36,250,0,0,13855,0,9E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:28.1057685,4,0,142.77,0,0,30.36,250,0,0,13855,0,8E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:28.3750167,4,0,142.72,0,0,30.36,250,0,0,13855,0,8E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:28.6582927,4,0,142.77,0,0,30.36,250,0,0,13855,0,8E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:28.9255459,4,0,142.77,0,0,30.37,250,0,0,13855,0,8E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:29.1938293,4,0,142.77,0,0,30.37,250,0,0,13855,0,8E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:29.4780975,4,0,142.77,0,0,30.36,250,0,0,13855,0,8E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:29.7489893,4,0,142.77,0,0,30.36,250,0,0,13855,0,6E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:30.0182702,4,0,142.77,0,0,30.36,250,0,0,13855,0,6E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:30.2885799,4,0,142.77,0,0,30.36,250,0,0,13855,0,6E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:30.5571291,2,117,141.48,0.6719,0.0957,30.37,250,0,86,32159,0,0.0112,0,0,0,0,0,0,0,0,5.53,6.19,12.3672,14.3125,40,2,-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:30.8264027,2,271,143.5,1.5859,0.2266,30.35,250,0,324,11071,0,0.02701,0,0,0,0,0,0,0,0,12.33,7.75,12.7656,14.5547,72,9,-41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:31.0966802,2,440,141.44,2.3984,0.3408,30.39,250,0,81,32904,0,0.04372,0,0,0,0,0,0,0,0,19.45,8.34,12.2422,16.125,74,18,-34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:31.3659604,2,595,141.58,3.1328,0.4502,30.42,250,0,119,62592,0,0.05855,0,0,0,0,0,0,0,0,26.05,8.94,12.8125,19.1719,73,24,-36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:31.6342118,2,754,143.7,3.9531,0.5596,30.49,250,0,218,20863,0,0.07426,0,0,0,0,0,0,0,0,33.67,9.09,13.2578,19.9297,73,31,-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:31.8875951,3,988,142.77,4.5547,0.6543,30.58,250,0,186,14656,0,0.08723,0,0,0,0,0,0,0,0,40.62,9.27,1.6953,15.9219,71,36,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:32.1717767,3,1125,142.81,3.0547,0.4365,30.74,250,0,49,59999,0,0.08534,0,0,0,0,0,0,0,0,46.67,14.86,0.3359,14.0391,67,46,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:32.4420862,3,1230,142.52,2.1875,0.3125,30.94,250,0,93,24664,0,0.08351,0,0,0,0,0,0,0,0,52.34,18.16,1.5234,17.8594,64,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:32.7229301,3,1400,142.91,1.6016,0.2295,31.18,250,0,225,13231,0,0.08168,0,0,0,0,0,0,0,0,58.8,22.75,1.4141,12.9453,62,56,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:32.9932048,3,1589,142.91,1.2734,0.1816,31.46,250,0,217,13887,0,0.07999,0,0,0,0,0,0,0,0,65.53,28.53,0.6172,7.8281,59,57,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:33.2784417,3,1716,142.61,1.0469,0.1494,31.73,250,0,143,19936,0,0.0784,0,0,0,0,0,0,0,0,72.19,33.36,1.1172,5.9062,58,58,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:33.5327670,3,1890,142.67,1,0.1436,31.95,250,0,69,26344,0,0.07704,0,0,0,0,0,0,0,0,78.77,36.91,0.7734,3.5078,56,58,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:33.8172185,3,2057,142.61,0.9844,0.1416,32.2,250,0,43,29208,0,0.07567,0,0,0,0,0,0,0,0,85.81,41.86,1.3359,2.7266,54,57,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:34.0855327,3,2230,142.86,1.0156,0.1455,32.42,250,0,319,36880,0,0.0744,0,0,0,0,0,0,0,0,93.08,45.34,1.4141,2.7422,52,56,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:34.3378592,3,2372,142.77,1.0156,0.1445,32.62,250,0,167,50167,0,0.07335,0,0,0,0,0,0,0,0,99.61,51.5,0.8672,1.6016,50,56,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:34.6211043,3,2535,142.86,1.0469,0.1494,32.81,250,0,212,13240,0,0.07224,0,0,0,0,0,0,0,0,106.91,54.16,1.3047,1.8594,48,55,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:34.8763898,3,2698,142.67,1.1484,0.1631,32.97,250,0,46,28855,0,0.07124,0,0,0,0,0,0,0,0,114,58.83,1.1016,1.5078,46,54,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:35.1606816,3,2863,142.56,1.2266,0.1758,33.09,250,0,124,54352,0,0.07027,0,0,0,0,0,0,0,0,121.31,61.31,1.25,1.75,45,53,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:35.4129881,3,2914,142.77,1.125,0.1602,33.2,250,0,330,35296,0,0.06905,0,0,0,0,0,0,0,0,127.47,62.52,0.8125,1.2891,44,53,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:35.6998216,3,2909,142.81,1.0781,0.1543,33.34,250,0,319,3936,0,0.06772,0,0,0,0,0,0,0,0,131.98,62.25,0.8906,1.0938,44,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:35.9523389,3,2905,142.56,1.0234,0.1455,33.44,250,0,138,53152,0,0.06647,0,0,0,0,0,0,0,0,135.09,62.7,0.875,1.2344,44,51,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:36.2373892,3,2910,142.67,1.0156,0.1445,33.51,250,0,134,20983,0,0.06523,0,0,0,0,0,0,0,0,137.36,62.16,0.9219,1.1484,44,51,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:36.5066343,3,2906,142.81,0.9766,0.1387,33.62,250,0,302,38368,0,0.064,0,0,0,0,0,0,0,0,138.98,62.78,0.9688,1.3047,44,51,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:36.7747371,3,2905,142.81,1,0.1426,33.69,250,0,314,36935,0,0.06291,0,0,0,0,0,0,0,0,140.05,61.95,0.9844,1.2891,44,50,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:37.0440192,3,2914,142.61,0.9688,0.1387,33.77,250,0,128,54576,0,0.06178,0,0,0,0,0,0,0,0,140.86,61.97,0.9609,1.0078,44,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:37.3132996,3,2910,142.56,0.9844,0.1406,33.83,250,0,135,53015,0,0.06076,0,0,0,0,0,0,0,0,141.38,62.45,0.9141,1.1875,44,50,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:37.5967199,3,2905,142.72,0.9688,0.1387,33.89,250,0,310,5080,0,0.05971,0,0,0,0,0,0,0,0,141.78,62.58,1.0312,1.25,44,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:37.8679912,3,2909,142.81,0.9844,0.1406,33.95,250,0,316,36943,0,0.0587,0,0,0,0,0,0,0,0,142.06,62.22,0.8984,1.2812,44,50,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:38.1392347,3,2908,142.56,0.9453,0.1348,33.98,250,0,120,55216,0,0.05771,0,0,0,0,0,0,0,0,142.27,60.58,0.9375,1.3828,44,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:38.4055533,3,2906,142.56,0.9766,0.1387,34.02,250,0,129,53167,0,0.05682,0,0,0,0,0,0,0,0,142.39,62.3,0.9922,1.1094,44,50,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:38.6877997,3,2900,142.81,0.9688,0.1377,34.06,250,0,305,5192,0,0.05592,0,0,0,0,0,0,0,0,142.48,61.75,1.0938,1.5469,44,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:38.9576223,3,2909,142.61,0.9609,0.1367,34.09,250,0,110,22432,0,0.05499,0,0,0,0,0,0,0,0,142.56,61.66,0.5547,1.0156,44,50,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:39.2424622,3,2906,142.67,0.9453,0.1348,34.12,250,0,103,56384,0,0.05414,0,0,0,0,0,0,0,0,142.61,63.16,0.5391,1.1797,44,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:39.4967798,3,2901,142.77,0.9531,0.1367,34.17,250,0,290,39080,0,0.05339,0,0,0,0,0,0,0,0,142.64,61.34,0.6953,1.4844,44,50,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:39.7818737,3,2914,142.95,0.9375,0.1338,34.16,250,0,277,7743,0,0.05255,0,0,0,0,0,0,0,0,142.66,63.59,0.7344,1.3516,44,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:40.0491818,3,2909,142.56,0.9375,0.1338,34.2,250,0,82,24984,0,0.05176,0,0,0,0,0,0,0,0,142.67,63.2,0.75,1.1719,44,50,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:40.3190319,3,2905,142.72,0.9531,0.1367,34.25,250,0,85,24999,0,0.05104,0,0,0,0,0,0,0,0,142.69,65.27,0.7109,1.3281,44,50,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:40.5883138,3,2914,142.77,0.9609,0.1377,34.24,250,0,254,42480,0,0.05034,0,0,0,0,0,0,0,0,142.69,63.17,0.9531,1.5312,44,50,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:40.8572439,3,2910,142.72,0.9609,0.1367,34.3,250,0,249,42407,0,0.04968,0,0,0,0,0,0,0,0,142.69,62.06,0.9922,1.3828,44,50,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:41.1404529,3,2905,142.56,0.9531,0.1367,34.32,250,0,60,60704,0,0.04901,0,0,0,0,0,0,0,0,142.7,62.48,0.9219,1.0156,44,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:41.3931057,3,2906,142.86,0.9531,0.1367,34.35,250,0,236,44568,0,0.04839,0,0,0,0,0,0,0,0,142.7,62.39,0.8359,1.1641,44,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:41.6773441,3,2911,142.86,0.9453,0.1348,34.35,250,0,217,13463,0,0.0477,0,0,0,0,0,0,0,0,142.7,65.42,0.7344,0.9453,44,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:41.9491504,3,2905,142.67,0.9609,0.1377,34.38,250,0,20,31208,0,0.04709,0,0,0,0,0,0,0,0,142.69,66.78,0.8359,0.9453,44,50,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:42.2333913,3,2905,142.67,0.9609,0.1367,34.41,250,0,15,64808,0,0.04651,0,0,0,0,0,0,0,0,142.7,65.78,0.8906,1.0391,44,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:42.4866818,3,2913,142.56,0.9531,0.1357,34.45,250,0,179,49856,0,0.04593,0,0,0,0,0,0,0,0,142.7,63.02,0.7656,1.1484,44,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:42.7719359,3,2906,142.72,0.9375,0.1338,34.48,250,0,165,18223,0,0.04536,0,0,0,0,0,0,0,0,142.7,61.84,0.5625,1.2031,44,50,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:43.0421963,3,2906,142.72,0.9531,0.1357,34.48,250,0,157,50647,0,0.04482,0,0,0,0,0,0,0,0,142.7,61.62,0.6562,1.2422,44,50,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:43.3254683,3,2913,142.81,0.9453,0.1348,34.46,250,0,319,4000,0,0.04431,0,0,0,0,0,0,0,0,142.69,62.22,0.8516,0.9922,44,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:43.5787924,3,2907,142.56,0.9609,0.1367,34.46,250,0,133,53528,0,0.04384,0,0,0,0,0,0,0,0,142.69,61.88,0.9922,1.25,44,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:43.8646517,3,2904,142.52,0.9375,0.1338,34.47,250,0,118,22015,0,0.04335,0,0,0,0,0,0,0,0,142.7,61.55,0.9219,1.2266,44,50,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:44.1359453,3,2911,142.67,0.9375,0.1338,34.48,250,0,99,55831,0,0.04283,0,0,0,0,0,0,0,0,142.7,63.08,0.4766,1.0312,44,50,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:44.4197680,3,2908,142.86,0.9375,0.1338,34.51,250,0,272,8223,0,0.0424,0,0,0,0,0,0,0,0,142.7,63.7,0.8672,1.4062,44,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:44.6900767,3,2907,142.81,0.9609,0.1367,34.56,250,0,264,40959,0,0.04198,0,0,0,0,0,0,0,0,142.7,63.89,0.9531,1.3672,44,50,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:44.9729400,3,2912,142.67,0.9453,0.1348,34.57,250,0,71,59296,0,0.04158,0,0,0,0,0,0,0,0,142.7,62.73,0.9766,1.0703,44,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:45.2268707,3,2907,142.81,0.9531,0.1357,34.58,250,0,243,43360,0,0.04118,0,0,0,0,0,0,0,0,142.7,62.89,1.0547,1.3438,44,50,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:45.5110796,3,2904,142.72,0.9453,0.1348,34.59,250,0,242,10871,0,0.04082,0,0,0,0,0,0,0,0,142.7,62.38,1.0625,1.375,44,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:45.7803946,3,2905,142.72,0.9688,0.1377,34.59,250,0,87,57800,0,0.04048,0,0,0,0,0,0,0,0,142.69,64.52,0.6953,1.1562,44,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:46.0514682,3,2894,142.52,0.9844,0.1406,34.64,250,0,122,54928,0,0.04025,0,0,0,0,0,0,0,0,142.7,60,1.1172,1.4297,44,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:46.3207470,3,2866,143.2,1.1406,0.1621,34.68,250,0,270,40847,0,0.04037,0,0,0,0,0,0,0,0,142.7,60.31,1.3047,1.9922,44,50,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:46.5909950,3,2767,142.77,1.6875,0.2412,34.68,250,0,301,4608,0,0.04182,0,0,0,0,0,0,0,0,142.69,61.56,3.1328,3.7656,47,52,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:46.8603099,3,2651,142.86,3.3594,0.4814,34.7,250,0,359,65304,0,0.04718,0,0,0,0,0,0,0,0,142.7,63.98,5.6016,6.5625,51,55,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:47.1136269,3,2548,142.03,5.3594,0.7607,34.73,250,0,118,53463,0,0.05507,0,0,0,0,0,0,0,0,142.7,59.14,7.3672,10.1875,55,60,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:47.3828776,3,2475,142.38,7,0.9941,34.78,250,0,30,29079,0,0.06409,0,0,0,0,0,0,0,0,142.73,57.69,9.2344,11.5391,57,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:47.6531894,3,2477,144,8.5703,1.2207,34.81,250,0,282,39112,0,0.07486,0,0,0,0,0,0,0,0,142.75,57.25,9.3594,11.5547,58,68,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:47.9221293,3,2459,142.17,9.2656,1.3291,34.86,250,0,34,60775,0,0.08383,0,0,0,0,0,0,0,0,142.75,57.91,9.5625,11.7031,59,70,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:48.1924130,3,2470,143.25,9.9297,1.415,34.96,250,0,337,1584,0,0.09393,0,0,0,0,0,0,0,0,142.77,58.11,9.7188,11.7812,59,72,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:52:48.4606864,3,2426,141.67,10.7109,1.5332,35.03,250,0,85,56095,0,0.10371,0,0,0,0,0,0,0,0,142.75,52.52,9.5469,11.7812,60,74,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
