time,EngineState,MotorSpeed,Bat,Ie,Power,MotorTemp,InvTemp,PCodeActive,EthtDeg,Enc485Pos,Enc6825Pos,HALL_U,HALL_V,HALL_W,HALL_Idx,EncABZLine,EncABZCw,Enc485Cw,Enc6825Cw,SMO_U,SMO_E,SMO_I,SMO_EstI,OBS_ThtCorr,OBS_ThtDiff,OBS_ThtErr,Hall_Tht1,Hall_Tht2,Hall_Tht3,Hall_Tht4,Hall_Tht5,Hall_Tht6,OBS_ThtCorr1,OBS_ThtCorr2,OBS_ThtCorr3,OBS_ThtCorr4,OBS_ThtCorr5,OBS_ThtCorr6,OBS_ThtCorr7,OBS_ThtCorr8,OBS_ThtCorr9,OBS_ThtCorr10,OBS_ThtCorr11,OBS_ThtCorr12,OBS_ThtCorr13,OBS_ThtCorr14,OBS_ThtCorr15,OBS_ThtCorr16,OBS_ThtCorr17,
7-5_16:53:22.7846050,3,1794,148.58,1.0234,0.1514,33.46,250,0,180,0,65535,0,0,0,0,1024,1,0,0,84.83,35.09,1.2031,2.5859,57,46,-14,0,0,0,0,0,0,45,45,47,55,62,70,72,9,0,85,-72,-69,-61,-54,-45,-43,-43,
7-5_16:53:23.0665995,3,1796,148.67,1.6562,0.2393,33.45,250,0,11,0,65535,0,0,0,0,1024,1,0,0,85.5,33.34,2.3359,4.9219,57,47,-3,0,0,0,0,0,0,45,45,47,55,62,70,72,9,0,85,-72,-69,-61,-54,-45,-43,-43,
7-5_16:53:23.3189199,3,1716,148.38,2.7031,0.3369,33.43,250,0,290,0,65535,0,0,0,0,1024,1,0,0,86.69,32.48,7.3125,7.6797,59,49,5,0,0,0,0,0,0,45,45,47,55,62,70,72,9,0,85,-72,-69,-61,-54,-45,-43,-43,
7-5_16:53:23.6021873,3,1715,148.28,4.4688,0.5742,33.45,250,0,347,0,65535,0,0,0,0,1024,1,0,0,88.64,32,8.9297,10.7344,61,53,7,0,0,0,0,0,0,45,45,47,55,62,70,72,9,0,85,-72,-69,-61,-54,-45,-43,-43,
7-5_16:53:23.8573069,3,1761,148.33,6.0391,0.8252,33.47,250,0,11,0,65535,0,0,0,0,1024,1,0,0,90.92,33.02,7.4609,10.2734,62,56,2,0,0,0,0,0,0,45,45,47,55,62,70,72,9,0,85,-72,-69,-61,-54,-45,-43,-43,
7-5_16:53:24.1405216,3,1754,148.19,7.6016,1.0342,33.48,250,0,103,0,65535,0,0,0,0,1024,1,0,0,93.39,32.47,8.9609,9.7266,63,60,5,0,0,0,0,0,0,45,45,47,55,62,70,72,9,0,85,-72,-69,-61,-54,-45,-43,-43,
7-5_16:53:24.4087620,3,1738,148.33,9.2969,1.3789,33.49,250,0,260,0,65535,0,0,0,0,1024,1,0,0,96.23,33.23,9.9141,12.7344,65,64,11,0,0,0,0,0,0,45,45,47,55,62,70,72,9,0,85,-72,-69,-61,-54,-45,-43,-43,
7-5_16:53:24.6776367,3,1723,148.28,10.2344,1.4902,33.53,250,0,248,0,65535,0,0,0,0,1024,1,0,0,98.64,33.8,11.9609,14.3906,65,67,14,0,0,0,0,0,0,45,45,47,55,62,70,72,9,0,85,-72,-69,-61,-54,-45,-43,-43,
7-5_16:53:24.9459876,3,1771,148.42,10.9766,1.5908,33.55,250,0,242,0,65535,0,0,0,0,1024,1,0,0,101.16,33.95,11.0781,13.2578,66,70,9,0,0,0,0,0,0,45,45,47,55,62,70,72,9,0,85,-72,-69,-61,-54,-45,-43,-43,
7-5_16:53:25.1974056,3,1738,147.8,11.7969,1.6855,33.61,250,0,98,0,65535,0,0,0,0,1024,1,0,0,102.94,35.16,13.7734,15.4609,67,71,11,0,0,0,0,0,0,45,45,47,55,62,70,72,9,0,85,-72,-69,-61,-54,-45,-43,-43,
7-5_16:53:25.4646265,3,1764,148.14,12.1562,1.7803,33.6,250,0,286,0,65535,0,0,0,0,1024,1,0,0,104.72,35.84,13.6953,14.3125,67,73,10,0,0,0,0,0,0,45,45,47,55,62,70,72,9,0,85,-72,-69,-61,-54,-45,-43,-43,
7-5_16:53:25.7336378,3,1791,148.53,13.0078,1.8828,33.64,250,0,202,0,65535,0,0,0,0,1024,1,0,0,106.66,35.58,10.9375,14.1172,67,74,4,0,0,0,0,0,0,45,45,47,55,62,70,72,9,0,85,-72,-69,-61,-54,-45,-43,-43,
7-5_16:53:26.0192102,3,1781,147.84,13.0312,1.9307,33.71,250,0,40,0,65535,0,0,0,0,1024,1,0,0,108.09,35.23,13.75,16.1719,68,75,10,0,0,0,0,0,0,45,45,47,55,62,70,72,9,0,85,-72,-69,-61,-54,-45,-43,-43,
7-5_16:53:26.2895340,3,1772,148.33,13.4531,1.9941,33.77,250,0,209,0,65535,0,0,0,0,1024,1,0,0,109.33,36.02,12.7812,15.5156,68,76,7,0,0,0,0,0,0,45,45,47,55,62,70,72,9,0,85,-72,-69,-61,-54,-45,-43,-43,
7-5_16:53:26.5734832,3,1780,147.7,13.4844,1.9893,33.85,250,0,42,0,65535,0,0,0,0,1024,1,0,0,110.47,35.45,14.7109,17.6172,68,77,14,0,0,0,0,0,0,45,45,47,55,62,70,72,9,0,85,-72,-69,-61,-54,-45,-43,-43,
7-5_16:53:26.8266116,3,1781,148.14,13.7031,2.0195,33.92,250,0,138,0,65535,0,0,0,0,1024,1,0,0,111.2,36.62,13,16.2969,68,77,13,0,0,0,0,0,0,45,45,47,55,62,70,72,9,0,85,-72,-69,-61,-54,-45,-43,-43,
7-5_16:53:27.0973438,3,1809,148.14,13.9375,2.0449,34,250,0,269,0,65535,0,0,0,0,1024,1,0,0,112.22,36.91,12.7656,14.4922,68,78,8,0,0,0,0,0,0,45,45,47,55,62,70,72,9,0,85,-72,-69,-61,-54,-45,-43,-43,
7-5_16:53:27.3676218,3,1792,148.05,13.8438,2.0664,34.07,250,0,333,0,65535,0,0,0,0,1024,1,0,0,112.62,36.33,15.5547,16.125,68,78,16,0,0,0,0,0,0,45,45,47,55,62,70,72,9,0,85,-72,-69,-61,-54,-45,-43,-43,
7-5_16:53:27.6369311,3,1778,147.56,14.1641,2.0938,34.19,250,0,69,0,65535,0,0,0,0,1024,1,0,0,113.25,36.08,15.8047,18.6406,69,79,13,0,0,0,0,0,0,45,45,47,55,62,70,72,9,0,85,-72,-69,-61,-54,-45,-43,-43,
7-5_16:53:27.9237817,3,1808,148.23,14.0312,2.085,34.29,250,0,264,0,65535,0,0,0,0,1024,1,0,0,114,35.62,13.3906,16.2109,68,80,13,0,0,0,0,0,0,45,45,47,55,62,70,72,9,0,85,-72,-69,-61,-54,-45,-43,-43,
7-5_16:53:28.1748398,3,1793,148.09,14.3359,2.1416,34.41,250,0,288,0,65535,0,0,0,0,1024,1,0,0,114.36,35.66,13.8281,16.8594,69,80,12,0,0,0,0,0,0,45,45,47,55,62,70,72,9,0,85,-72,-69,-61,-54,-45,-43,-43,
7-5_16:53:28.4272007,4,0,148.47,0.4688,0.0713,34.45,250,0,0,0,65535,0,0,0,0,1024,1,0,0,122,3.34,0.0312,0,0,76,72,0,0,0,0,0,0,45,45,47,55,62,70,72,9,0,85,-72,-69,-61,-54,-45,-43,-43,
7-5_16:53:28.6962246,4,0,148.58,0.375,0.0596,34.52,250,0,0,0,65535,0,0,0,0,1024,1,0,0,130.41,0.06,0.0312,0,0,75,72,0,0,0,0,0,0,45,45,47,55,62,70,72,9,0,85,-72,-69,-61,-54,-45,-43,-43,
7-5_16:53:28.9813889,4,0,148.62,0.1797,0.0342,34.6,250,2641,0,0,65535,0,0,0,0,1024,1,0,0,136.12,0,0.0312,0,0,74,72,0,0,0,0,0,0,45,45,47,55,62,70,72,9,0,85,-72,-69,-61,-54,-45,-43,-43,
7-5_16:53:29.2345237,4,0,148.62,0.0859,0.0166,34.69,250,2641,0,0,65535,0,0,0,0,1024,1,0,0,140.05,0,0.0312,0,0,74,72,0,0,0,0,0,0,45,45,47,55,62,70,72,9,0,85,-72,-69,-61,-54,-45,-43,-43,
7-5_16:53:29.5187642,4,0,148.62,0.1172,0.0166,34.8,250,2641,0,0,65535,0,0,0,0,1024,1,0,0,142.89,0,0.0312,0,0,73,72,0,0,0,0,0,0,45,45,47,55,62,70,72,9,0,85,-72,-69,-61,-54,-45,-43,-43,
7-5_16:53:29.7724705,4,0,148.62,0.1406,0.0205,34.91,250,2641,0,0,65535,0,0,0,0,1024,1,0,0,144.86,0,0.0312,0,0,73,72,0,0,0,0,0,0,45,45,47,55,62,70,72,9,0,85,-72,-69,-61,-54,-45,-43,-43,
7-5_16:53:30.0574072,4,0,148.62,0.1172,0.0166,35,250,2641,0,0,65535,0,0,0,0,1024,1,0,0,146.28,0,0.0312,0,0,73,72,0,0,0,0,0,0,45,45,47,55,62,70,72,9,0,85,-72,-69,-61,-54,-45,-43,-43,
7-5_16:53:30.3276909,4,0,148.62,0.0781,0.0127,35.06,250,2641,0,0,65535,0,0,0,0,1024,1,0,0,147.3,0,0.0312,0,0,72,72,0,0,0,0,0,0,45,45,47,55,62,70,72,9,0,85,-72,-69,-61,-54,-45,-43,-43,
7-5_16:53:30.5959978,4,0,148.62,0.0391,0.0049,35.14,250,2641,0,0,65535,0,0,0,0,1024,1,0,0,148.02,0,0.0312,0,0,72,72,0,0,0,0,0,0,45,45,47,55,62,70,72,9,0,85,-72,-69,-61,-54,-45,-43,-43,
7-5_16:53:30.8640371,4,0,148.62,0.0156,0.0029,35.21,250,2641,0,0,65535,0,0,0,0,1024,1,0,0,148.48,0,0.0312,0,0,72,72,0,0,0,0,0,0,45,45,47,55,62,70,72,9,0,85,-72,-69,-61,-54,-45,-43,-43,
7-5_16:53:31.1339718,4,0,148.62,0.0078,0.001,35.28,250,2641,0,0,65535,0,0,0,0,1024,1,0,0,148.84,0,0.0312,0,0,72,72,0,0,0,0,0,0,45,45,47,55,62,70,72,9,0,85,-72,-69,-61,-54,-45,-43,-43,
7-5_16:53:31.4042511,4,0,148.62,0,0,35.33,250,2641,0,0,65535,0,0,0,0,1024,1,0,0,149.08,0,0.0312,0,0,72,72,0,0,0,0,0,0,45,45,47,55,62,70,72,9,0,85,-72,-69,-61,-54,-45,-43,-43,
7-5_16:53:31.6742626,4,0,148.62,0,0,35.35,250,2641,0,0,65535,0,0,0,0,1024,1,0,0,149.25,0,0.0312,0,0,72,72,0,0,0,0,0,0,45,45,47,55,62,70,72,9,0,85,-72,-69,-61,-54,-45,-43,-43,
7-5_16:53:31.9575548,4,0,148.62,0,0,35.36,250,2641,0,0,65535,0,0,0,0,1024,1,0,0,149.38,0,0.0312,0,0,72,72,0,0,0,0,0,0,45,45,47,55,62,70,72,9,0,85,-72,-69,-61,-54,-45,-43,-43,
7-5_16:53:32.2394767,4,0,148.62,0,0,35.39,250,2641,0,0,65535,0,0,0,0,1024,1,0,0,149.47,0,0.0312,0,0,72,72,0,0,0,0,0,0,45,45,47,55,62,70,72,9,0,85,-72,-69,-61,-54,-45,-43,-43,
7-5_16:53:32.5108137,4,0,148.62,0,0,35.39,250,2641,0,0,65535,0,0,0,0,1024,1,0,0,149.53,0,0.0312,0,0,72,72,0,0,0,0,0,0,45,45,47,55,62,70,72,9,0,85,-72,-69,-61,-54,-45,-43,-43,
7-5_16:53:32.7647022,4,0,148.62,0,0,35.36,250,2641,0,0,65535,0,0,0,0,1024,1,0,0,149.58,0,0.0312,0,0,72,72,0,0,0,0,0,0,45,45,47,55,62,70,72,9,0,85,-72,-69,-61,-54,-45,-43,-43,
7-5_16:53:33.0487651,4,0,148.67,0,0,35.34,250,2641,0,0,65535,0,0,0,0,1024,1,0,0,149.59,0,0.0312,0,0,72,72,0,0,0,0,0,0,45,45,47,55,62,70,72,9,0,85,-72,-69,-61,-54,-45,-43,-43,
7-5_16:53:33.3159768,4,0,148.62,0,0,35.34,250,2641,0,0,65535,0,0,0,0,1024,1,0,0,149.62,0,0.0312,0,0,72,72,0,0,0,0,0,0,45,45,47,55,62,70,72,9,0,85,-72,-69,-61,-54,-45,-43,-43,
7-5_16:53:33.5683020,4,0,148.62,0,0,35.34,250,2641,0,0,65535,0,0,0,0,1024,1,0,0,149.64,0,0.0312,0,0,72,72,0,0,0,0,0,0,45,45,47,55,62,70,72,9,0,85,-72,-69,-61,-54,-45,-43,-43,
