time,EngineState,MotorSpeed,Bus_U,Is,Bus_I,BUS_P,MotorTemp,InvTemp,PCodeActive,EthtDeg,EncPos,Enc485Err,IqFbk,HALL_U,HALL_V,HALL_W,HALL_Idx,EncABZLine,EncABZCw,Enc485Cw,Enc6825Cw,SMO_U,SMO_E,SMO_I,SMO_EstI,OBS_ThtCorr,OBS_ThtDiff,OBS_ThtErr,Hall_Tht1,Hall_Tht2,Hall_Tht3,Hall_Tht4,Hall_Tht5,Hall_Tht6,OBS_ThtCorr1,OBS_ThtCorr2,OBS_ThtCorr3,OBS_ThtCorr4,OBS_ThtCorr5,OBS_ThtCorr6,OBS_ThtCorr7,OBS_ThtCorr8,OBS_ThtCorr9,OBS_ThtCorr10,OBS_ThtCorr11,OBS_ThtCorr12,OBS_ThtCorr13,OBS_ThtCorr14,OBS_ThtCorr15,OBS_ThtCorr16,OBS_ThtCorr17,
9-24_14:37:18.8391763,3,1798,142.08,7.4062,6.8438,0.9785,38.61,250,0,130,20792,0,0.22496,0,0,0,0,0,0,0,0,109.12,36.75,6.9766,11.3672,70,76,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_14:37:19.1104635,3,1804,143.16,7.3203,6.7812,0.9639,38.86,250,0,221,12415,0,0.22737,0,0,0,0,0,0,0,0,109.03,36.36,7.4375,10.7422,70,76,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_14:37:19.3777674,3,1807,143.36,7.3125,6.7344,0.9561,39.06,250,0,255,42512,0,0.22939,0,0,0,0,0,0,0,0,108.92,37.2,6.6562,10.7344,70,76,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_14:37:19.6470425,3,1788,142.38,7.4375,6.75,0.9629,39.29,250,0,14,30839,0,0.23158,0,0,0,0,0,0,0,0,108.83,36.34,7.6484,11.75,70,76,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_14:37:19.9163261,3,1774,142.47,8.4609,7.375,1.0459,39.51,250,0,177,49272,0,0.2356,0,0,0,0,0,0,0,0,109.52,36.11,9.7188,13.8281,72,77,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_14:37:20.1866007,3,1792,143.02,8.8438,7.8359,1.124,39.72,250,0,347,33583,0,0.2403,0,0,0,0,0,0,0,0,110.41,36.66,9.6094,13.5234,73,78,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_14:37:20.4708419,3,1799,141.62,8.9844,8.0938,1.1631,39.92,250,0,86,57495,0,0.24445,0,0,0,0,0,0,0,0,111.08,37.16,8.5703,11.4453,73,78,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_14:37:20.7400995,3,1794,143.31,9.1641,8.3672,1.1865,40.08,250,0,221,45368,0,0.24893,0,0,0,0,0,0,0,0,111.7,35.88,10.0078,13.2734,73,79,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_14:37:21.0094019,3,1793,143.55,9.625,8.7656,1.2539,40.26,250,0,311,4216,0,0.25354,0,0,0,0,0,0,0,0,112.36,36.11,9.5547,14.3203,74,79,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_14:37:21.2786817,3,1790,141.53,9.7578,9.0234,1.293,40.43,250,0,77,58352,0,0.25845,0,0,0,0,0,0,0,0,112.98,37.03,9.5859,12.8438,74,80,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_14:37:21.5469340,3,1907,143.84,10.1016,9.4844,1.3516,40.59,250,0,272,40856,0,0.26363,0,0,0,0,0,0,0,0,114.52,40.3,11.0781,12.4219,74,80,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_14:37:21.8311787,3,2080,141.92,10.2656,10.1328,1.4326,40.76,250,0,137,19927,0,0.26927,0,0,0,0,0,0,0,0,118.44,43.47,10.7812,13.5547,74,80,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_14:37:22.0845360,3,2228,141.78,10.5625,10.9219,1.5576,40.95,250,0,54,28400,0,0.27429,0,0,0,0,0,0,0,0,124,47.91,10.4297,12.0938,73,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_14:37:22.3707346,3,2257,142.91,10.6484,11.6406,1.6465,41.16,250,0,358,65456,0,0.27959,0,0,0,0,0,0,0,0,129.53,50.48,11.4609,13.5703,73,79,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_14:37:22.6400458,3,2262,143.75,10.6953,12.1016,1.7334,41.35,250,0,305,37623,0,0.28487,0,0,0,0,0,0,0,0,133.42,50.56,11.5938,13.0469,73,79,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_14:37:22.9103203,3,2258,142.27,10.7422,12.4062,1.7705,41.58,250,0,167,50344,0,0.28992,0,0,0,0,0,0,0,0,136.22,50.28,10.4766,12.9688,73,78,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_14:37:23.1786009,3,2252,143.7,10.75,12.5859,1.7871,41.83,250,0,305,5120,0,0.29457,0,0,0,0,0,0,0,0,138.05,50.53,11.8516,13.2812,73,79,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_14:37:23.4628258,3,2244,143.5,11.0469,12.9141,1.8555,42.07,250,0,226,11911,0,0.29959,0,0,0,0,0,0,0,0,139.44,51.19,10.6172,12.5234,74,79,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_14:37:23.7329349,3,2231,141.78,11.3438,13.2656,1.8984,42.23,250,0,41,61920,0,0.30466,0,0,0,0,0,0,0,0,140.38,50.53,10.8203,13.1797,74,79,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_14:37:24.0022146,3,2242,142.31,11.2812,13.375,1.8975,42.47,250,0,18,31088,0,0.31024,0,0,0,0,0,0,0,0,141.08,50,11.5,13.1484,74,79,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_14:37:24.2555068,3,2245,143.75,10.8594,13.1328,1.8896,42.71,250,0,260,8991,0,0.31487,0,0,0,0,0,0,0,0,141.52,48.58,11.1172,14.6484,73,79,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_14:37:24.5397465,3,2216,141.62,11.3516,13.4297,1.9199,42.98,250,0,47,28127,0,0.31967,0,0,0,0,0,0,0,0,141.86,49.62,11.2891,13.8047,74,79,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_14:37:24.8100674,3,2228,143.89,11.5469,13.6406,1.9355,43.27,250,0,272,40535,0,0.32498,0,0,0,0,0,0,0,0,142.09,49.69,11.0078,15.1406,74,80,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_14:37:25.0793333,3,2239,143.75,11.4844,13.6797,1.9375,43.54,250,0,303,38264,0,0.32977,0,0,0,0,0,0,0,0,142.27,51.36,12.0234,13.7734,74,79,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_14:37:25.3495803,3,2215,143.45,11.4844,13.7109,1.9512,43.8,250,0,215,45759,0,0.33412,0,0,0,0,0,0,0,0,142.36,50.17,11.1406,13.4766,74,80,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_14:37:25.6188939,3,2211,141.73,11.7344,13.9297,1.9922,44.12,250,0,42,29208,0,0.33897,0,0,0,0,0,0,0,0,142.47,49.47,11.25,13.5156,74,80,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_14:37:25.8891385,3,2200,141.62,11.9219,14.1094,1.9971,44.38,250,0,68,26415,0,0.34344,0,0,0,0,0,0,0,0,142.52,48.66,12.2891,14.6406,74,80,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_14:37:26.1564550,3,2208,143.31,11.9766,14.2266,2.0371,44.7,250,0,333,2320,0,0.34842,0,0,0,0,0,0,0,0,142.56,48.86,11.5234,14.875,74,80,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_14:37:26.4436853,3,2215,143.89,11.9531,14.2734,2.0449,45.02,250,0,257,9360,0,0.35284,0,0,0,0,0,0,0,0,142.58,48.98,12.4062,14.9141,74,80,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_14:37:26.6970089,3,2214,143.45,11.8672,14.25,2.0527,45.35,250,0,220,45319,0,0.35695,0,0,0,0,0,0,0,0,142.59,50.06,11.0391,13.4453,74,80,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_14:37:26.9822652,3,2203,142.38,12.0312,14.375,2.0498,45.6,250,0,172,49415,0,0.36124,0,0,0,0,0,0,0,0,142.61,48.89,11.625,14.5156,74,81,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_14:37:27.2355729,3,2213,143.11,12.1406,14.4688,2.0801,45.94,250,0,200,14439,0,0.36552,0,0,0,0,0,0,0,0,142.62,49.56,12.2344,14.1016,74,81,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_14:37:27.5199167,3,2193,141.23,12,14.3984,2.0449,46.25,250,0,103,22919,0,0.36919,0,0,0,0,0,0,0,0,142.64,49.33,11.2812,14.0781,74,81,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_14:37:27.7742313,3,2195,141.78,12.1406,14.5078,2.0479,46.49,250,0,140,52760,0,0.37323,0,0,0,0,0,0,0,0,142.62,48.72,12.6094,14.4062,74,81,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_14:37:28.0594706,3,2194,141.23,12.0859,14.4922,2.0791,46.83,250,0,108,55488,0,0.37695,0,0,0,0,0,0,0,0,142.62,49.03,11.375,14.2031,74,81,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_14:37:28.3297764,3,2213,142.52,12.0156,14.4531,2.0469,47.17,250,0,11,64224,0,0.38037,0,0,0,0,0,0,0,0,142.66,49.8,12.7812,14.7109,74,81,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_14:37:28.6129596,3,2212,143.89,12.0156,14.4453,2.0693,47.52,250,0,274,40335,0,0.38396,0,0,0,0,0,0,0,0,142.64,49.8,11.2734,14.9922,74,81,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_14:37:28.8817739,3,2204,142.17,11.9922,14.4219,2.0684,47.8,250,0,157,18384,0,0.3873,0,0,0,0,0,0,0,0,142.62,48.44,11.1953,14.3359,74,81,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_14:37:29.1320995,3,2184,144.05,12.0703,14.4609,2.0771,48.1,250,0,279,40160,0,0.39034,0,0,0,0,0,0,0,0,142.64,48.89,12.0547,14.9453,74,81,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_14:37:29.4173460,3,2238,142.17,11.7891,14.2891,2.0361,48.39,250,0,161,50880,0,0.39297,0,0,0,0,0,0,0,0,142.62,49.44,10.5391,13.2969,74,81,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_14:37:29.6876110,3,2233,142.95,11.0469,13.7031,1.9453,48.73,250,0,198,14559,0,0.39474,0,0,0,0,0,0,0,0,142.62,49.58,11.8984,13.5156,74,80,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_14:37:29.9704254,3,2176,143.06,11.8984,14.1562,2.0078,49.05,250,0,199,47023,0,0.39845,0,0,0,0,0,0,0,0,142.61,47.97,13.25,15.4297,74,81,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_14:37:30.2407270,3,2156,142.81,12.3203,14.4922,2.0557,49.42,250,0,2,65064,0,0.40205,0,0,0,0,0,0,0,0,142.66,49.81,13.5312,16.5859,74,81,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_14:37:30.5259658,3,2135,142.95,13.0312,15.0938,2.1748,49.77,250,0,196,47063,0,0.4068,0,0,0,0,0,0,0,0,142.61,47.66,13.9766,16.4766,75,82,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_14:37:30.7960761,3,2133,144.09,13.5,15.6406,2.2539,50.12,250,0,258,8823,0,0.41171,0,0,0,0,0,0,0,0,142.64,47.08,13.8828,17.2812,75,83,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_14:37:31.0654537,3,2091,141.44,13.9062,16.1328,2.2813,50.48,250,0,48,60776,0,0.41725,0,0,0,0,0,0,0,0,142.67,45.69,15.1641,16.6094,75,84,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_14:37:31.3347331,3,2146,144,13.6953,16.2031,2.3281,50.79,250,0,251,9591,0,0.42171,0,0,0,0,0,0,0,0,142.64,47.02,13.7734,16.5625,75,84,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_14:37:31.6046249,3,2042,141.14,14.0078,16.4922,2.3281,51.2,250,0,125,53160,0,0.42719,0,0,0,0,0,0,0,0,142.62,45.72,15.7578,17.7656,75,85,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_14:37:31.8728749,3,2090,144.19,14.3281,16.8438,2.4033,51.54,250,0,254,41776,0,0.43233,0,0,0,0,0,0,0,0,142.64,45.66,13.75,17.5781,76,86,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_14:37:32.1561500,3,2139,142.42,14.1094,16.8359,2.4219,51.95,250,0,12,31344,0,0.43675,0,0,0,0,0,0,0,0,142.67,47.73,13.7734,16.6562,75,85,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_14:37:32.4264256,3,2108,141.53,14.0703,16.8281,2.3975,52.34,250,0,133,52583,0,0.44095,0,0,0,0,0,0,0,0,142.62,45.81,14.5781,15.7969,75,85,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_14:37:32.6973399,3,2103,142.61,14.3203,17.0312,2.4092,52.8,250,0,8,31175,0,0.44563,0,0,0,0,0,0,0,0,142.69,46.27,13.7422,17.1172,76,86,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_14:37:32.9666257,3,2093,142.86,14.375,17.1328,2.4736,53.15,250,0,0,31855,0,0.44984,0,0,0,0,0,0,0,0,142.69,46.44,14.1641,17.5,76,86,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_14:37:33.2359067,3,2123,141.28,14.0078,16.9141,2.4111,53.55,250,0,73,25423,0,0.45349,0,0,0,0,0,0,0,0,142.66,46.83,13.75,16.9297,75,86,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_14:37:33.5201465,3,2138,142.08,13.8438,16.7734,2.4102,53.94,250,0,160,50600,0,0.45683,0,0,0,0,0,0,0,0,142.62,46.3,13.0391,16.0781,75,85,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_14:37:33.7904293,3,2115,141.19,13.625,16.5391,2.3506,54.38,250,0,111,54864,0,0.45973,0,0,0,0,0,0,0,0,142.62,47.3,13.4453,15.5547,75,85,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_14:37:34.0587111,3,2118,143.31,13.8906,16.6641,2.4023,54.79,250,0,337,1584,0,0.4631,0,0,0,0,0,0,0,0,142.66,45.95,13.9688,17.2109,75,85,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_14:37:34.3419502,3,2126,141.78,13.875,16.6562,2.3887,55.19,250,0,29,62248,0,0.46619,0,0,0,0,0,0,0,0,142.66,46.89,14.4062,16.0156,75,85,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_14:37:34.6132249,3,2079,144.19,14.25,16.9062,2.4307,55.55,250,0,302,4664,0,0.46997,0,0,0,0,0,0,0,0,142.66,45.59,15.2266,17.1016,75,85,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_14:37:34.8835242,3,2084,143.89,14.4609,17.125,2.4561,55.91,250,0,317,35871,0,0.47408,0,0,0,0,0,0,0,0,142.67,44.81,15.9297,16.8828,76,86,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_14:37:35.1687370,3,2039,141.19,14.7812,17.4062,2.4561,56.28,250,0,80,25144,0,0.47816,0,0,0,0,0,0,0,0,142.66,44.61,13.875,17.875,76,87,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_14:37:35.4230589,3,2040,143.55,14.875,17.5938,2.5371,56.58,250,0,326,2176,0,0.4825,0,0,0,0,0,0,0,0,142.69,44.16,16.9219,18.1953,76,88,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_14:37:35.7079072,3,2029,144.19,15.2969,17.9609,2.5898,56.95,250,0,254,8887,0,0.48643,0,0,0,0,0,0,0,0,142.64,43.62,13.9219,18.2344,76,88,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_14:37:35.9762209,3,2038,141.58,15.6562,18.375,2.5986,57.35,250,0,150,18488,0,0.4906,0,0,0,0,0,0,0,0,142.61,44.52,16.4297,17.7891,76,88,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_14:37:36.2604653,3,2032,141.19,15.7578,18.6172,2.6279,57.72,250,0,116,54032,0,0.4946,0,0,0,0,0,0,0,0,142.64,44.14,15.7969,17.8906,76,89,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_14:37:36.5297414,3,2024,141.14,15.4219,18.4688,2.6064,58.08,250,0,89,56423,0,0.49846,0,0,0,0,0,0,0,0,142.66,43.92,13.75,19.0234,76,89,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_14:37:36.7990202,3,2030,141.38,15.2344,18.3828,2.5957,58.41,250,0,142,18655,0,0.50208,0,0,0,0,0,0,0,0,142.62,43.72,16.4922,18.1016,76,89,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_14:37:37.0692977,3,2042,141.09,15.1484,18.3125,2.585,58.81,250,0,99,22968,0,0.50571,0,0,0,0,0,0,0,0,142.64,44.58,14.2344,18.9141,76,90,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_14:37:37.3540219,3,2050,142.03,15.3203,18.3828,2.627,59.27,250,0,24,62320,0,0.50905,0,0,0,0,0,0,0,0,142.69,43.7,14.3125,16.2422,76,90,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_14:37:37.6232798,3,2037,142.38,15.4062,18.4141,2.6406,59.73,250,0,15,63063,0,0.51253,0,0,0,0,0,0,0,0,142.7,43.58,13.7266,16.8125,76,90,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_14:37:37.9075396,3,2023,141.14,15.4922,18.4766,2.6465,60.22,250,0,46,27792,0,0.51587,0,0,0,0,0,0,0,0,142.69,42.42,15.8594,17.0781,76,90,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_14:37:38.1758230,3,2008,141.09,15.3516,18.3984,2.5967,60.74,250,0,125,20175,0,0.51935,0,0,0,0,0,0,0,0,142.61,43.33,16.3516,18.5078,76,90,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_14:37:38.4441606,3,1998,144.09,15.25,18.3438,2.6416,61.28,250,0,267,40616,0,0.52228,0,0,0,0,0,0,0,0,142.64,43.06,13.7422,19.0938,76,90,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_14:37:38.7276293,3,2015,141.92,15.5391,18.5156,2.6572,61.77,250,0,22,29271,0,0.52538,0,0,0,0,0,0,0,0,142.7,42.06,14.7891,16.7812,76,91,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_14:37:38.9819184,3,1999,141.38,15.4531,18.4766,2.6084,62.2,250,0,138,19079,0,0.52841,0,0,0,0,0,0,0,0,142.61,43.91,17.0703,18.4375,76,91,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_14:37:39.2667765,3,2015,143.55,15.6328,18.6406,2.6875,62.7,250,0,336,33775,0,0.53133,0,0,0,0,0,0,0,0,142.72,43.52,17.2188,18.5547,76,91,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_14:37:39.5201278,3,2003,141.28,15.5781,18.6562,2.6328,63.14,250,0,138,19095,0,0.53416,0,0,0,0,0,0,0,0,142.62,43.55,16.9297,18.4922,76,91,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_14:37:39.8051524,3,1997,142.56,15.4922,18.6094,2.6807,63.65,250,0,10,30599,0,0.53674,0,0,0,0,0,0,0,0,142.72,42.44,13.9531,17.1016,76,91,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_14:37:40.0594310,3,1994,143.45,15.5625,18.6719,2.6953,64.11,250,0,339,33415,0,0.53976,0,0,0,0,0,0,0,0,142.73,42.97,17.6328,18.5938,76,92,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_14:37:40.3437007,3,1998,144.3,15.4844,18.6172,2.6846,64.56,250,0,300,4328,0,0.54257,0,0,0,0,0,0,0,0,142.7,43.2,16.6094,18.9453,76,92,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
