time,EngineState,MotorSpeed,Bus_U,Is,Bus_I,BUS_P,MotorTemp,InvTemp,PCodeActive,EthtDeg,EncPos,Enc485Err,IqFbk,HALL_U,HALL_V,HALL_W,HALL_Idx,EncABZLine,EncABZCw,Enc485Cw,Enc6825Cw,SMO_U,SMO_E,SMO_I,SMO_EstI,OBS_ThtCorr,OBS_ThtDiff,OBS_ThtErr,Hall_Tht1,Hall_Tht2,Hall_Tht3,Hall_Tht4,Hall_Tht5,Hall_Tht6,OBS_ThtCorr1,OBS_ThtCorr2,OBS_ThtCorr3,OBS_ThtCorr4,OBS_ThtCorr5,OBS_ThtCorr6,OBS_ThtCorr7,OBS_ThtCorr8,OBS_ThtCorr9,OBS_ThtCorr10,OBS_ThtCorr11,OBS_ThtCorr12,OBS_ThtCorr13,OBS_ThtCorr14,OBS_ThtCorr15,OBS_ThtCorr16,OBS_ThtCorr17,
9-24_13:38:18.7574443,4,0,142.77,0,0,0,27.46,250,0,0,63287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_13:38:19.0436808,4,0,142.81,0.0078,0,0,27.46,250,0,0,63287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_13:38:19.3130928,4,0,142.77,0.0078,0,0,27.46,250,0,0,63287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_13:38:19.5963356,4,0,142.81,0,0,0,27.46,250,0,0,63287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_13:38:19.8666132,4,0,142.77,0,0,0,27.46,250,0,0,63287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_13:38:20.1518423,2,79,143.95,3.8359,0.4609,0.0664,27.47,250,0,233,18208,0,0.00725,0,0,0,0,0,0,0,0,3.8,4.56,12.7109,12.75,29,2,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_13:38:20.4061688,2,239,144,9.1875,1.375,0.1973,27.46,250,0,299,45727,0,0.02365,0,0,0,0,0,0,0,0,10.95,7.62,12.1797,13.9141,74,8,-45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_13:38:20.6903797,2,403,142.91,11.0547,2.1172,0.3057,27.46,250,0,354,40984,0,0.04004,0,0,0,0,0,0,0,0,17.88,8.2,12.6406,14.8516,82,16,-45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_13:38:20.9582226,2,571,143.84,12.0938,2.9453,0.4219,27.5,250,0,305,12407,0,0.05627,0,0,0,0,0,0,0,0,25.06,8.97,12.4609,18.6172,82,24,-38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_13:38:21.2424683,2,735,143.36,12.4297,3.7891,0.542,27.57,250,0,337,9511,0,0.07164,0,0,0,0,0,0,0,0,32.41,9.12,13.0859,19.6328,82,30,-33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_13:38:21.5257120,3,965,142.42,12.7109,4.7109,0.6777,27.65,250,0,129,55272,0,0.08646,0,0,0,0,0,0,0,0,40.45,9.02,4.7656,20.8828,82,36,-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_13:38:21.7800344,3,1131,142.86,5.9453,3.2656,0.4668,27.77,250,0,321,38256,0,0.08508,0,0,0,0,0,0,0,0,45.55,14.8,0.4141,16.2812,77,45,-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_13:38:22.0652704,3,1209,142.81,3.1016,2.3516,0.3359,27.95,250,0,326,3288,0,0.08337,0,0,0,0,0,0,0,0,51.09,18.38,1.3438,11.6641,73,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_13:38:22.3365144,3,1403,142.86,1.9922,1.7969,0.2559,28.17,250,0,263,10063,0,0.08179,0,0,0,0,0,0,0,0,57.62,23,0.7344,12.0781,70,53,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_13:38:22.5908334,3,1552,142.77,1.5234,1.4453,0.2061,28.38,250,0,182,17904,0,0.08031,0,0,0,0,0,0,0,0,64.31,27.62,1.4375,9.2422,68,55,-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_13:38:22.8761238,3,1701,142.86,1.2109,1.2031,0.1719,28.62,250,0,224,13823,0,0.07893,0,0,0,0,0,0,0,0,71.2,33.03,2.5625,6.4219,66,56,-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_13:38:23.1294206,3,1857,142.86,1.2969,1.1641,0.166,28.84,250,0,272,9455,0,0.07764,0,0,0,0,0,0,0,0,78.05,36.45,1.1406,3.9766,64,56,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_13:38:23.3967077,3,2028,142.56,1.2891,1.1406,0.1631,29.07,250,0,47,62407,0,0.07655,0,0,0,0,0,0,0,0,84.7,40.98,1.5078,2.6094,62,55,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_13:38:23.6799545,3,2208,142.81,1.2969,1.1562,0.165,29.27,250,0,152,52607,0,0.07536,0,0,0,0,0,0,0,0,92.09,44.34,1.1641,2.3984,60,55,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_13:38:23.9506350,3,2364,142.91,1.1484,1.1094,0.1582,29.45,250,0,4,432,0,0.07425,0,0,0,0,0,0,0,0,99.12,49.31,0.8203,1.5234,58,54,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_13:38:24.2209094,3,2506,142.81,1.1953,1.1641,0.166,29.66,250,0,309,38207,0,0.07321,0,0,0,0,0,0,0,0,106.83,51.78,1.3828,2.2734,56,53,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_13:38:24.5051522,3,2693,142.67,1.1953,1.2109,0.1729,29.81,250,0,56,28367,0,0.07231,0,0,0,0,0,0,0,0,114.16,55.11,1.4531,1.5547,54,53,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_13:38:24.7754256,3,2861,142.81,1.2891,1.3672,0.1953,29.95,250,0,348,34263,0,0.07143,0,0,0,0,0,0,0,0,121.7,59.44,0.9141,1.5703,53,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_13:38:25.0447080,3,2889,142.61,1.1094,1.2969,0.1855,30.07,250,0,142,20560,0,0.0701,0,0,0,0,0,0,0,0,127.62,61.89,1.0781,1.3672,52,51,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_13:38:25.3269526,3,2886,142.67,0.9922,1.2188,0.1738,30.19,250,0,75,26391,0,0.06888,0,0,0,0,0,0,0,0,132.22,60.84,1.1094,1.1719,52,51,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_13:38:25.5982316,3,2890,142.72,0.8828,1.125,0.1611,30.28,250,0,186,49031,0,0.06766,0,0,0,0,0,0,0,0,135.34,58.45,0.9922,1.25,51,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_13:38:25.8684723,3,2885,142.67,0.8359,1.0703,0.1523,30.36,250,0,115,55744,0,0.06641,0,0,0,0,0,0,0,0,137.58,60.31,0.75,1.1797,51,50,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_13:38:26.1537112,3,2888,142.81,0.8516,1.0625,0.1514,30.45,250,0,227,12455,0,0.06523,0,0,0,0,0,0,0,0,139.11,64.75,0.7031,0.9766,51,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_13:38:26.4229912,3,2891,142.77,0.875,1.0703,0.1523,30.52,250,0,161,19208,0,0.06404,0,0,0,0,0,0,0,0,140.2,60,0.7344,1.1953,51,49,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_13:38:26.7088086,3,2892,142.81,0.8672,1.0547,0.1504,30.6,250,0,272,41928,0,0.06299,0,0,0,0,0,0,0,0,140.95,63.19,0.9766,1.2578,51,49,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_13:38:26.9760870,3,2889,142.67,0.875,1.0547,0.1504,30.68,250,0,200,48127,0,0.06198,0,0,0,0,0,0,0,0,141.5,61.52,1.0703,1.2578,51,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_13:38:27.2614450,3,2894,142.77,0.8281,1.0156,0.1455,30.72,250,0,305,5944,0,0.061,0,0,0,0,0,0,0,0,141.86,57.75,0.8594,1.4844,51,49,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_13:38:27.5157661,3,2890,142.91,0.8438,1.0234,0.1465,30.77,250,0,233,45007,0,0.06004,0,0,0,0,0,0,0,0,142.11,64.02,0.6328,1.1094,51,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_13:38:27.8020009,3,2893,142.81,0.875,1.0469,0.1494,30.81,250,0,341,2664,0,0.05905,0,0,0,0,0,0,0,0,142.3,60.55,0.7266,1.2969,51,49,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_13:38:28.0553240,3,2894,142.77,0.8906,1.0547,0.1514,30.86,250,0,270,41727,0,0.05818,0,0,0,0,0,0,0,0,142.42,62.42,0.9922,1.3594,51,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_13:38:28.3405598,3,2894,142.72,0.8672,1.0391,0.1494,30.94,250,0,15,64711,0,0.05734,0,0,0,0,0,0,0,0,142.52,59.98,1.0469,1.2891,51,49,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_13:38:28.5934699,3,2890,142.67,0.8047,0.9922,0.1416,30.95,250,0,118,22752,0,0.05649,0,0,0,0,0,0,0,0,142.58,60.34,0.6797,1.1406,51,49,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_13:38:28.8787381,3,2888,142.67,0.8438,1.0156,0.1445,30.98,250,0,46,61895,0,0.05563,0,0,0,0,0,0,0,0,142.62,66.84,0.6094,0.7734,51,49,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_13:38:29.1469897,3,2893,142.81,0.8906,1.0469,0.1494,31.03,250,0,325,3680,0,0.05481,0,0,0,0,0,0,0,0,142.66,62,0.9922,1.1719,51,49,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_13:38:29.4312296,3,2890,142.67,0.8672,1.0312,0.1475,31.05,250,0,67,27071,0,0.05409,0,0,0,0,0,0,0,0,142.67,61.3,0.9531,1.1406,51,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_13:38:29.7010810,3,2889,142.77,0.7969,0.9922,0.1416,31.02,250,0,346,35168,0,0.05325,0,0,0,0,0,0,0,0,142.69,60,0.6953,1.3047,51,49,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_13:38:29.9853211,3,2893,142.61,0.8516,1.0156,0.1445,31.07,250,0,84,58512,0,0.05252,0,0,0,0,0,0,0,0,142.7,62.14,0.9297,1.2031,51,49,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_13:38:30.2561639,3,2891,142.81,0.8516,1.0156,0.1455,31.12,250,0,353,1112,0,0.05182,0,0,0,0,0,0,0,0,142.72,59.17,0.5781,1.2422,51,49,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_13:38:30.5414012,3,2892,142.72,0.8438,1.0156,0.1455,31.12,250,0,101,24328,0,0.05112,0,0,0,0,0,0,0,0,142.72,64.22,0.5938,1.1797,51,49,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_13:38:30.8126761,3,2878,142.86,0.8281,1.0078,0.1445,31.17,250,0,223,45840,0,0.05045,0,0,0,0,0,0,0,0,142.7,69.36,0.8438,1.0156,51,49,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_13:38:31.0957300,3,2853,142.72,1.0078,1.1328,0.1611,31.19,250,0,6,32935,0,0.05017,0,0,0,0,0,0,0,0,142.72,59.83,1.2422,1.6094,52,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_13:38:31.3649191,3,2881,142.77,1.0781,1.2109,0.1729,31.2,250,0,268,41879,0,0.05005,0,0,0,0,0,0,0,0,142.72,59.36,1.1328,1.5391,52,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_13:38:31.6481614,3,2888,142.91,0.9609,1.1641,0.166,31.17,250,0,232,45544,0,0.04962,0,0,0,0,0,0,0,0,142.73,64.64,0.7188,0.9453,51,50,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_13:38:31.9024821,3,2887,142.61,0.9688,1.1719,0.167,31.21,250,0,188,16680,0,0.04924,0,0,0,0,0,0,0,0,142.73,54.98,0.9766,1.3281,51,49,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_13:38:32.1877193,3,2882,142.56,0.9922,1.1797,0.168,31.23,250,0,335,36168,0,0.0486,0,0,0,0,0,0,0,0,142.72,62.02,0.9375,1.2969,52,49,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_13:38:32.4569988,3,2877,142.61,1.0547,1.2266,0.1758,31.27,250,0,148,53088,0,0.04846,0,0,0,0,0,0,0,0,142.73,60.39,1.1094,1.1172,52,49,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_13:38:32.7418159,3,2865,142.72,1.0703,1.2578,0.1797,31.32,250,0,206,47415,0,0.04817,0,0,0,0,0,0,0,0,142.73,56.89,1.2656,1.4375,52,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_13:38:33.0130906,3,2846,142.77,1.1484,1.3281,0.1904,31.3,250,0,200,47567,0,0.04813,0,0,0,0,0,0,0,0,142.73,57.81,1.5469,1.7578,52,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_13:38:33.2973441,3,2823,142.61,1.3516,1.4922,0.2129,31.32,250,0,149,19872,0,0.04843,0,0,0,0,0,0,0,0,142.73,59.91,1.8047,2,53,50,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_13:38:33.5666105,3,2779,142.56,1.6094,1.7188,0.2461,31.34,250,0,97,57015,0,0.04926,0,0,0,0,0,0,0,0,142.73,58.34,2.2188,2.7188,54,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_13:38:33.8364102,3,2572,142.91,2.9844,2.7344,0.3887,31.34,250,0,327,3080,0,0.05244,0,0,0,0,0,0,0,0,142.75,53.27,5.3594,5.8594,61,53,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_13:38:34.1066868,3,2470,143.2,4.9922,4.4219,0.6299,31.38,250,0,313,37896,0,0.0587,0,0,0,0,0,0,0,0,142.75,53.47,6.1953,7.3984,67,57,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_13:38:34.3769640,3,2379,143.11,6.8516,6.3281,0.8994,31.38,250,0,351,1296,0,0.06773,0,0,0,0,0,0,0,0,142.78,50.84,8.5312,9.3438,72,61,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_13:38:34.6612040,3,2245,141.92,8.6719,8.3281,1.1855,31.42,250,0,129,54287,0,0.07875,0,0,0,0,0,0,0,0,142.78,50.53,10.8438,11.9141,77,65,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_13:38:34.9304839,3,2246,141.67,9.8203,9.9219,1.4082,31.43,250,0,108,56728,0,0.09009,0,0,0,0,0,0,0,0,142.8,46.86,8.8516,11.2422,80,68,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_13:38:35.2157217,3,2266,143.75,10.1953,10.9062,1.5703,31.52,250,0,309,5927,0,0.10156,0,0,0,0,0,0,0,0,142.81,46.94,10.5859,10.8203,81,70,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_13:38:35.4700413,3,2232,142.38,10.2266,11.3828,1.6357,31.61,250,0,154,52416,0,0.11227,0,0,0,0,0,0,0,0,142.8,48.98,9.7969,11.2266,81,71,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_13:38:35.7518567,3,2230,142.91,10.6641,12.0156,1.7129,31.73,250,0,7,328,0,0.12262,0,0,0,0,0,0,0,0,142.83,45.95,11.0391,12.0703,81,73,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_13:38:36.0360971,3,2236,142.08,10.5859,12.2422,1.7432,31.84,250,0,138,54143,0,0.13367,0,0,0,0,0,0,0,0,142.81,47.58,10.9062,11.1172,81,73,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_13:38:36.2889992,3,2236,143.66,10.5469,12.3828,1.7803,31.99,250,0,320,4872,0,0.14404,0,0,0,0,0,0,0,0,142.81,47.38,11.2266,11.5469,81,74,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_13:38:36.5572777,3,2233,143.89,10.3203,12.3047,1.7646,32.19,250,0,264,42760,0,0.15312,0,0,0,0,0,0,0,0,142.8,47.55,11.0234,12.0859,81,74,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_13:38:36.8275547,3,2229,143.84,10.2812,12.2656,1.7637,32.46,250,0,307,38535,0,0.16272,0,0,0,0,0,0,0,0,142.8,46.88,10.9922,11.5938,81,74,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_13:38:37.1133290,3,2254,142.03,10.3203,12.3281,1.7607,32.71,250,0,40,63151,0,0.17108,0,0,0,0,0,0,0,0,142.81,48.77,9.0391,11.5391,81,74,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_13:38:37.3656540,3,2256,141.78,9.9219,12.0703,1.71,32.92,250,0,86,58751,0,0.17821,0,0,0,0,0,0,0,0,142.81,49.22,9.8984,11.0625,80,74,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_13:38:37.6508912,3,2240,141.92,10.0312,12.0703,1.7178,33.22,250,0,73,27592,0,0.1864,0,0,0,0,0,0,0,0,142.8,48.09,10.6016,11.2109,81,74,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_13:38:37.9201715,3,2285,143.5,9.7188,11.8594,1.7051,33.54,250,0,322,37199,0,0.19363,0,0,0,0,0,0,0,0,142.81,49,9.8125,9.9844,80,74,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_13:38:38.2044113,3,2290,141.88,9.5391,11.6719,1.6768,33.87,250,0,82,26440,0,0.19975,0,0,0,0,0,0,0,0,142.8,48.61,9.3984,10.3047,80,73,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_13:38:38.4876535,3,2294,141.92,9.3672,11.4531,1.6465,34.19,250,0,80,59087,0,0.20567,0,0,0,0,0,0,0,0,142.8,48.83,9.3438,10.3203,79,73,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_13:38:38.7572366,3,2304,142.03,9.1562,11.2266,1.6133,34.52,250,0,128,54880,0,0.21123,0,0,0,0,0,0,0,0,142.78,48.31,9.6562,9.9062,79,73,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_13:38:39.0275139,3,2325,143.2,8.8594,10.9453,1.5527,34.91,250,0,354,34344,0,0.21628,0,0,0,0,0,0,0,0,142.8,48.97,9.0938,10.0859,78,72,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_13:38:39.2983758,3,2356,143.45,8.5859,10.6406,1.5098,35.2,250,0,232,45504,0,0.22005,0,0,0,0,0,0,0,0,142.78,50.52,8.4688,9,77,72,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_13:38:39.5506950,3,2387,143.36,8.1172,10.1797,1.4619,35.52,250,0,230,45327,0,0.22328,0,0,0,0,0,0,0,0,142.78,51.36,8.0938,8.5391,76,71,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_13:38:39.8359322,3,2393,143.11,7.9453,9.8906,1.416,35.91,250,0,354,34031,0,0.22601,0,0,0,0,0,0,0,0,142.8,47.11,8.3281,9,75,71,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_13:38:40.0892548,3,2380,143.45,7.8125,9.6562,1.376,36.22,250,0,234,45160,0,0.22878,0,0,0,0,0,0,0,0,142.78,53.28,8.5547,8.7969,75,70,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_13:38:40.3587110,3,2391,143.66,7.8516,9.5859,1.3643,36.5,250,0,261,9967,0,0.23148,0,0,0,0,0,0,0,0,142.78,49.94,7.1719,8.5625,75,70,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_13:38:40.6270044,3,2388,142.77,7.7344,9.4531,1.3555,36.77,250,0,350,34239,0,0.23424,0,0,0,0,0,0,0,0,142.8,49.89,8.4531,9.1484,75,70,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
