time,EngineState,MotorSpeed,Bus_U,Is,Bus_I,BUS_P,MotorTemp,InvTemp,PCodeActive,EthtDeg,EncPos,Enc485Err,IqFbk,HALL_U,HALL_V,HALL_W,HALL_Idx,EncABZLine,EncABZCw,Enc485Cw,Enc6825Cw,SMO_U,SMO_E,SMO_I,SMO_EstI,OBS_ThtCorr,OBS_ThtDiff,OBS_ThtErr,Hall_Tht1,Hall_Tht2,Hall_Tht3,Hall_Tht4,Hall_Tht5,Hall_Tht6,OBS_ThtCorr1,OBS_ThtCorr2,OBS_ThtCorr3,OBS_ThtCorr4,OBS_ThtCorr5,OBS_ThtCorr6,OBS_ThtCorr7,OBS_ThtCorr8,OBS_ThtCorr9,OBS_ThtCorr10,OBS_ThtCorr11,OBS_ThtCorr12,OBS_ThtCorr13,OBS_ThtCorr14,OBS_ThtCorr15,OBS_ThtCorr16,OBS_ThtCorr17,
9-24_16:02:01.7895056,2,553,144.05,11.8203,3.0938,0.4434,31.99,250,0,7,3128,14,0.05911,0,0,0,0,0,0,0,0,34.59,8.78,12.2422,23.2266,75,46,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_16:02:02.0737438,2,726,145.28,12.0859,4.1172,0.5938,32.02,250,0,250,12552,14,0.07494,0,0,0,0,0,0,0,0,40.75,9.12,12.1719,27.6094,75,55,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_16:02:02.3440231,2,890,144.39,12.1797,4.9375,0.7178,32.09,250,0,345,37791,14,0.08946,0,0,0,0,0,0,0,0,47.64,8.97,13.1719,26.1172,75,61,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_16:02:02.6133013,3,1089,144.69,8.9844,4.6172,0.6689,32.2,250,0,243,9223,14,0.09586,0,0,0,0,0,0,0,0,53.91,13.61,6.1562,22.7109,71,69,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_16:02:02.8825838,3,1230,143.95,7.5703,4.4531,0.6387,32.36,250,0,172,48735,14,0.10144,0,0,0,0,0,0,0,0,60.17,17.53,6.5469,22.1406,70,74,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_16:02:03.1678184,3,1398,144.34,7.1641,4.5938,0.665,32.55,250,0,199,46359,14,0.10745,0,0,0,0,0,0,0,0,66.92,22.67,6.9609,17.8828,70,77,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_16:02:03.4530588,3,1558,144.09,6.9375,4.8203,0.6914,32.81,250,0,0,65183,14,0.11313,0,0,0,0,0,0,0,0,74.55,28.31,7.1016,14.5938,70,79,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_16:02:03.7239711,3,1708,143.5,7.0469,5.2578,0.7598,33.05,250,0,23,62671,14,0.11885,0,0,0,0,0,0,0,0,82.27,32.38,7.3906,12.0156,70,79,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_16:02:03.9924981,3,1879,143.06,7.375,5.9141,0.8545,33.33,250,0,68,59239,14,0.12529,0,0,0,0,0,0,0,0,90.72,37.66,7.2891,10.2578,70,79,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_16:02:04.2617688,3,2069,144.25,6.9141,6.1562,0.8906,33.58,250,0,332,2832,14,0.13,0,0,0,0,0,0,0,0,98.66,42.61,6.5625,8.4844,69,77,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_16:02:04.5310259,3,2197,142.91,7.25,6.7578,0.9658,33.82,250,0,114,22560,14,0.13539,0,0,0,0,0,0,0,0,106.53,45.73,7.5859,9.2109,69,77,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_16:02:04.8003061,3,2376,143.45,7.0625,7.1641,1.0244,34.07,250,0,147,19319,14,0.14075,0,0,0,0,0,0,0,0,114.7,51.81,6.875,8.3516,67,76,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_16:02:05.0686119,3,2524,143.61,7.3281,7.8594,1.1279,34.34,250,0,170,17464,14,0.14648,0,0,0,0,0,0,0,0,123.28,55.53,7.0703,8.2969,67,75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_16:02:05.3520814,3,2504,144.53,7.1797,8.0703,1.165,34.56,250,0,280,7239,14,0.1512,0,0,0,0,0,0,0,0,129.38,58.27,7.7188,8.6562,67,74,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_16:02:05.6213954,3,2543,143.06,7.2266,8.3125,1.1982,34.8,250,0,102,56351,14,0.15604,0,0,0,0,0,0,0,0,133.66,56.11,6.7422,7.6406,66,74,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_16:02:05.8916740,3,2455,144.73,7.5625,8.6562,1.2383,35.04,250,0,257,9151,14,0.16107,0,0,0,0,0,0,0,0,136.73,56.2,7.5625,9.875,68,73,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_16:02:06.1609492,3,2468,144.59,7.6406,8.8828,1.2773,35.23,250,0,286,39535,14,0.1662,0,0,0,0,0,0,0,0,138.84,58.05,8.2656,9.1016,68,73,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_16:02:06.4451896,3,2465,144.64,7.7969,9.1016,1.3184,35.49,250,0,278,7800,14,0.17099,0,0,0,0,0,0,0,0,140.31,56.44,8.2422,9.8906,68,73,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_16:02:06.7156068,3,2479,144.64,7.75,9.1484,1.3193,35.68,250,0,268,41296,14,0.17566,0,0,0,0,0,0,0,0,141.36,57.09,7.6172,8.7578,68,73,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_16:02:06.9848867,3,2464,143.89,7.8047,9.2422,1.3203,35.88,250,0,5,32576,14,0.17996,0,0,0,0,0,0,0,0,142.08,57.2,7.6016,9.7734,68,73,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_16:02:07.2541370,3,2475,143.7,7.7578,9.25,1.3301,36.1,250,0,179,16504,14,0.18468,0,0,0,0,0,0,0,0,142.61,57.34,7.4688,9.3281,68,73,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_16:02:07.5384090,3,2472,144.25,7.7422,9.2734,1.3418,36.29,250,0,204,46608,14,0.18889,0,0,0,0,0,0,0,0,142.95,56.05,7.7422,8.8984,68,73,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_16:02:07.8076571,3,2458,144.53,7.7812,9.3125,1.3447,36.52,250,0,248,10047,14,0.19312,0,0,0,0,0,0,0,0,143.2,56.12,7.5391,9.6016,68,74,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_16:02:08.0945496,3,2462,144.3,7.8125,9.3516,1.3467,36.76,250,0,215,13448,14,0.19733,0,0,0,0,0,0,0,0,143.39,54.88,8.3203,9.1562,68,74,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_16:02:08.3628151,3,2440,142.95,7.9297,9.4375,1.3613,36.95,250,0,123,54535,14,0.20171,0,0,0,0,0,0,0,0,143.52,54.59,8.0391,9.4297,68,74,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_16:02:08.6299206,3,2445,142.91,8.0156,9.5156,1.377,37.16,250,0,93,57119,14,0.20552,0,0,0,0,0,0,0,0,143.61,56.69,7.5938,9.6406,69,74,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_16:02:08.8962321,3,2444,142.91,8,9.5391,1.3799,37.37,250,0,118,55095,14,0.20955,0,0,0,0,0,0,0,0,143.67,55.75,8.1875,9.1016,69,74,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_16:02:09.1644924,3,2443,143.16,8.0078,9.5625,1.377,37.59,250,0,67,59431,14,0.21304,0,0,0,0,0,0,0,0,143.72,54.73,8.1094,9.5703,69,74,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_16:02:09.4317767,3,2456,143.25,8.0469,9.6094,1.376,37.79,250,0,142,52823,14,0.21695,0,0,0,0,0,0,0,0,143.73,54.7,7.2578,9.2891,69,74,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_16:02:09.7156664,3,2462,144.34,7.9375,9.5547,1.3682,38,250,0,219,13144,14,0.22026,0,0,0,0,0,0,0,0,143.77,55.45,8.4531,9.0391,68,74,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_16:02:09.9869130,3,2447,143.84,8.0391,9.6172,1.374,38.18,250,0,9,31768,14,0.22375,0,0,0,0,0,0,0,0,143.78,56.59,7.8281,9.9219,69,74,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_16:02:10.2561924,3,2451,143.41,8.0156,9.6172,1.3779,38.38,250,0,157,51023,14,0.22708,0,0,0,0,0,0,0,0,143.8,55.06,8.0938,10.1172,69,74,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_16:02:10.5245065,3,2442,143.95,7.9844,9.6016,1.3779,38.58,250,0,189,48135,14,0.23036,0,0,0,0,0,0,0,0,143.8,57.88,7.8047,10.1484,69,74,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_16:02:10.7957499,3,2432,143.11,8.1328,9.6953,1.4023,38.8,250,0,28,62783,14,0.23364,0,0,0,0,0,0,0,0,143.81,55.03,8.0234,9.375,69,74,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_16:02:11.0637121,3,2453,144.05,8.0703,9.6797,1.3936,38.95,250,0,0,65287,14,0.23643,0,0,0,0,0,0,0,0,143.81,56.81,8.0234,9.7812,69,74,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_16:02:11.3330241,3,2454,143.16,7.9766,9.6016,1.3828,39.15,250,0,51,27839,14,0.23901,0,0,0,0,0,0,0,0,143.81,54.75,8.2266,8.8359,68,74,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_16:02:11.6022747,3,2440,142.86,8,9.5938,1.3828,39.34,250,0,82,25128,14,0.24185,0,0,0,0,0,0,0,0,143.81,56.7,7.625,10,69,74,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_16:02:11.8855484,3,2438,144.64,8.1094,9.6797,1.3838,39.51,250,0,302,38176,14,0.24486,0,0,0,0,0,0,0,0,143.81,54.95,8.2344,9.5,69,74,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_16:02:12.1568217,3,2433,143.7,8.2812,9.8203,1.4209,39.69,250,0,179,49047,14,0.24777,0,0,0,0,0,0,0,0,143.8,56.8,8.2812,10.4844,69,75,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_16:02:12.4280954,3,2462,144.64,8.0234,9.6875,1.4014,39.88,250,0,305,5055,14,0.25017,0,0,0,0,0,0,0,0,143.81,54.66,7.3984,8.8281,69,74,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_16:02:12.6969757,3,2467,144.3,7.9453,9.6016,1.3896,40.01,250,0,332,35415,14,0.2522,0,0,0,0,0,0,0,0,143.83,55.47,7.8594,9.0547,68,74,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_16:02:12.9652549,3,2483,143.31,7.6094,9.3359,1.3438,40.16,250,0,68,59431,14,0.2536,0,0,0,0,0,0,0,0,143.83,55.8,7.2891,8.5859,68,74,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_16:02:13.2325418,3,2395,143.95,8.0469,9.5312,1.3779,40.28,250,0,342,1856,14,0.25558,0,0,0,0,0,0,0,0,143.83,53.05,9.25,11.2422,69,74,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_16:02:13.5027916,3,2359,144.64,8.7891,10.1016,1.4395,40.41,250,0,250,42583,14,0.25952,0,0,0,0,0,0,0,0,143.8,51.92,9.8516,12.1562,70,75,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_16:02:13.7710734,3,2348,143.25,9.2734,10.6094,1.5234,40.53,250,0,168,50327,14,0.26372,0,0,0,0,0,0,0,0,143.77,51.69,9.6953,11.7812,71,76,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_16:02:14.0569142,3,2318,144.05,9.5156,10.9688,1.5625,40.66,250,0,342,1423,14,0.26836,0,0,0,0,0,0,0,0,143.77,52.16,9.9453,12.7188,72,77,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_16:02:14.3421747,3,2279,144.69,10.1562,11.5781,1.6514,40.79,250,0,244,10175,14,0.27405,0,0,0,0,0,0,0,0,143.72,51.14,11.9375,13.4766,73,78,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_16:02:14.6114648,3,2237,143.11,10.9219,12.3359,1.7852,40.92,250,0,164,50711,14,0.27959,0,0,0,0,0,0,0,0,143.72,50.08,10.5469,13.7422,75,79,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_16:02:14.8808801,3,2229,144.98,11.5156,13.0547,1.8848,41.06,250,0,259,41680,14,0.28596,0,0,0,0,0,0,0,0,143.7,49.34,12.5156,14.4922,77,80,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_16:02:15.1501311,3,2224,142.81,11.7109,13.4609,1.9229,41.2,250,0,69,59143,14,0.2919,0,0,0,0,0,0,0,0,143.7,49.12,11.9297,13.3906,77,81,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_16:02:15.4353975,3,2251,142.61,11.2422,13.3359,1.9033,41.34,250,0,120,21543,14,0.2979,0,0,0,0,0,0,0,0,143.67,50.5,11.1328,12.8516,76,81,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_16:02:15.7052438,3,2253,142.27,11.125,13.2969,1.9238,41.52,250,0,95,56855,14,0.30275,0,0,0,0,0,0,0,0,143.69,50.56,10.3672,13.4219,76,81,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_16:02:15.9745554,3,2237,142.52,11.4141,13.5078,1.9434,41.72,250,0,115,22392,14,0.30826,0,0,0,0,0,0,0,0,143.67,50.34,10.8594,12.6562,77,81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_16:02:16.2438463,3,2236,143.06,11.3594,13.5703,1.96,41.91,250,0,155,18215,14,0.31329,0,0,0,0,0,0,0,0,143.67,49.81,10.6172,13.7812,77,81,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_16:02:16.5280900,3,2252,144.73,11.2422,13.5312,1.959,42.09,250,0,249,42639,14,0.31836,0,0,0,0,0,0,0,0,143.67,49.84,12.3125,13.7734,76,81,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_16:02:16.7983460,3,2246,144.98,11.5078,13.7109,1.9854,42.34,250,0,294,6504,14,0.32344,0,0,0,0,0,0,0,0,143.67,50.25,11.1719,13.2969,77,81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_16:02:17.0676472,3,2245,142.77,11.5391,13.7734,1.9609,42.53,250,0,36,62679,14,0.32666,0,0,0,0,0,0,0,0,143.73,50.28,10.5391,12.8906,77,81,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_16:02:17.3368953,3,2247,144.73,11.1797,13.5391,1.9326,42.74,250,0,294,38799,14,0.33127,0,0,0,0,0,0,0,0,143.7,50.67,11.6953,13.4688,76,81,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_16:02:17.6041806,3,2246,142.56,11.2734,13.5781,1.9395,42.95,250,0,118,54655,14,0.33568,0,0,0,0,0,0,0,0,143.67,50.8,11.2422,12.4453,76,81,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_16:02:17.8734831,3,2126,144.64,11.0547,13.3516,1.9209,43.17,250,0,321,3383,14,0.3385,0,0,0,0,0,0,0,0,142.5,49.11,10.7969,12.7266,76,81,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_16:02:18.1428442,3,2012,142.86,10.6719,12.6328,1.8135,43.4,250,0,46,28592,14,0.3414,0,0,0,0,0,0,0,0,138.97,44.33,10.4062,12.8828,75,81,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_16:02:18.4131514,3,1941,142.95,10.4453,11.9297,1.7227,43.63,250,0,52,27984,14,0.34387,0,0,0,0,0,0,0,0,134.94,44.05,10.0938,12.9844,75,82,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_16:02:18.6840042,3,1894,142.77,10.1641,11.2656,1.624,43.84,250,0,95,56759,14,0.34618,0,0,0,0,0,0,0,0,130.84,43.31,10.1875,11.8594,74,82,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_16:02:18.9672462,3,1881,143.61,10.2031,10.8516,1.5732,44.1,250,0,20,63127,14,0.3483,0,0,0,0,0,0,0,0,127.42,38.23,9.6875,13.1406,74,83,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_16:02:19.2374045,3,1874,144.83,10.1094,10.5625,1.5195,44.29,250,0,309,4368,14,0.35023,0,0,0,0,0,0,0,0,125.03,37.86,9.9375,14.3516,74,83,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_16:02:19.5186495,3,1908,142.67,10.1562,10.4844,1.5068,44.51,250,0,110,55343,14,0.35258,0,0,0,0,0,0,0,0,123.8,38.11,10.7891,13.3906,74,83,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_16:02:19.8048918,3,1963,144.78,10.4844,10.7109,1.5488,44.7,250,0,313,36784,14,0.35513,0,0,0,0,0,0,0,0,123.97,42.41,10.6484,14.2812,75,83,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_16:02:20.0741592,3,2020,144.34,10.5,10.875,1.5615,44.88,250,0,204,46304,14,0.35768,0,0,0,0,0,0,0,0,124.95,42.86,11.7344,13.9141,75,83,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_16:02:20.3444431,3,2020,144.64,10.6094,11.0938,1.6025,45.1,250,0,233,43919,14,0.35995,0,0,0,0,0,0,0,0,126.16,43.23,9.9297,12.4531,75,83,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_16:02:20.6127237,3,2020,144.83,10.6328,11.25,1.6309,45.32,250,0,298,5688,14,0.36229,0,0,0,0,0,0,0,0,127.03,42.8,10.2891,13.9922,75,83,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_16:02:20.8809963,3,2019,142.91,10.7266,11.3828,1.6318,45.51,250,0,42,28431,14,0.36459,0,0,0,0,0,0,0,0,127.7,43.7,10.7188,13.2578,75,83,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_16:02:21.1515320,3,2018,142.47,10.8125,11.5312,1.6484,45.7,250,0,108,55487,14,0.36703,0,0,0,0,0,0,0,0,128.25,42.17,10.4922,13.8984,76,83,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_16:02:21.4208187,3,2011,143.45,10.9922,11.7344,1.6777,45.88,250,0,171,49495,14,0.36972,0,0,0,0,0,0,0,0,128.77,42.84,10.0078,13.5469,76,83,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_16:02:21.6896997,3,1951,142.81,10.9453,11.6641,1.666,46.05,250,0,125,53663,14,0.3721,0,0,0,0,0,0,0,0,128.39,41.03,10.2969,14.5781,76,83,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_16:02:21.9739391,3,1911,143.55,11.25,11.7109,1.6982,46.23,250,0,17,30816,14,0.37398,0,0,0,0,0,0,0,0,127.64,37.61,10.7734,14.2266,77,84,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_16:02:22.2462141,3,1870,143.89,10.9062,11.4297,1.6328,46.45,250,0,187,47943,14,0.3759,0,0,0,0,0,0,0,0,126.14,38.16,10.3281,13.8828,76,84,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_16:02:22.5144958,3,1854,144.73,10.7344,11.1484,1.5908,46.66,250,0,238,43248,14,0.3777,0,0,0,0,0,0,0,0,124.3,38.89,10.5547,13.4453,76,84,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_16:02:22.7837777,3,1858,144.59,10.8438,11.0469,1.5947,46.87,250,0,327,2856,14,0.3795,0,0,0,0,0,0,0,0,122.94,36.92,10.6484,14.4922,76,84,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_16:02:23.0541909,3,1880,144.89,9.7891,10.3281,1.4854,47.05,250,0,286,6535,14,0.37958,0,0,0,0,0,0,0,0,121.33,40.45,8.8984,10.625,74,83,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_16:02:23.3244674,3,1916,143.41,8.7578,9.3828,1.3555,47.22,250,0,70,26488,14,0.37706,0,0,0,0,0,0,0,0,119.62,40.81,7.0938,10.0156,72,82,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
