time,EngineState,MotorSpeed,Bat,Ie,Power,MotorTemp,InvTemp,PCodeActive,EthtDeg,EncPos,Enc485Err,IqFbk,HALL_U,HALL_V,HALL_W,HALL_Idx,EncABZLine,EncABZCw,Enc485Cw,Enc6825Cw,SMO_U,SMO_E,SMO_I,SMO_EstI,OBS_ThtCorr,OBS_ThtDiff,OBS_ThtErr,Hall_Tht1,Hall_Tht2,Hall_Tht3,Hall_Tht4,Hall_Tht5,Hall_Tht6,OBS_ThtCorr1,OBS_ThtCorr2,OBS_ThtCorr3,OBS_ThtCorr4,OBS_ThtCorr5,OBS_ThtCorr6,OBS_ThtCorr7,OBS_ThtCorr8,OBS_ThtCorr9,OBS_ThtCorr10,OBS_ThtCorr11,OBS_ThtCorr12,OBS_ThtCorr13,OBS_ThtCorr14,OBS_ThtCorr15,OBS_ThtCorr16,OBS_ThtCorr17,
9-24_11:54:13.7755786,4,0,142.61,0,0,32.11,250,0,0,28640,0,0.00023,0,0,0,0,0,0,0,0,26.34,0,12.3203,0,0,7,-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:54:14.0454601,4,0,142.67,0,0,32.11,250,0,0,28640,0,0.00021,0,0,0,0,0,0,0,0,26.34,0,12.3203,0,0,7,-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:54:14.3307220,4,0,142.61,0,0,32.11,250,0,0,28640,0,0.00021,0,0,0,0,0,0,0,0,26.34,0,12.3203,0,0,7,-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:54:14.6000010,4,0,142.61,0,0,32.11,250,0,0,28640,0,0.0002,0,0,0,0,0,0,0,0,26.34,0,12.3203,0,0,7,-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:54:14.8848129,4,0,142.56,0,0,32.07,250,0,0,28664,0,0.0002,0,0,0,0,0,0,0,0,26.34,0,12.3203,0,0,7,-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:54:15.1541249,2,135,142.67,0.7891,0.1113,32.06,250,0,352,7903,0,0.01324,0,0,0,0,0,0,0,0,26.19,6.48,12.6094,15.6016,47,8,-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:54:15.4383631,2,299,142.56,1.6875,0.2402,32.05,250,0,3,7343,0,0.02988,0,0,0,0,0,0,0,0,27.55,7.94,12.5312,14.8672,75,15,-47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:54:15.7066467,2,468,143.84,2.5078,0.3564,32.08,250,0,291,46552,0,0.04652,0,0,0,0,0,0,0,0,30.47,9.06,12.8203,15.6016,74,23,-35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:54:15.9769243,2,623,142.08,3.2578,0.4678,32.12,250,0,154,25831,0,0.06117,0,0,0,0,0,0,0,0,34.56,9.12,12.9844,18.7344,73,29,-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:54:16.2462060,2,792,141.48,4.0859,0.5879,32.2,250,0,58,1232,0,0.07681,0,0,0,0,0,0,0,0,40.17,9.2,11.7734,20.3516,72,35,-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:54:16.5144865,3,1000,142.61,4.1719,0.5947,32.3,250,0,212,45271,0,0.08624,0,0,0,0,0,0,0,0,45.8,10.73,1.0156,17.8359,70,41,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:54:16.7977411,3,1141,142.52,2.9219,0.418,32.47,250,0,148,51311,0,0.08501,0,0,0,0,0,0,0,0,51.25,15.44,1.1797,17.7812,66,51,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:54:17.0520485,3,1282,142.81,2.2109,0.3164,32.68,250,0,312,37184,0,0.08385,0,0,0,0,0,0,0,0,56.73,19.66,1.2266,14.8359,64,56,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:54:17.3372873,3,1442,142.67,1.7578,0.25,32.91,250,0,346,1488,0,0.08295,0,0,0,0,0,0,0,0,62.78,22.95,1.4219,12.7656,62,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:54:17.6065665,3,1595,142.72,1.5312,0.2188,33.19,250,0,348,33952,0,0.08208,0,0,0,0,0,0,0,0,69,29.16,1.4062,9.7031,60,61,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:54:17.8903805,3,1771,142.56,1.4531,0.207,33.47,250,0,150,52072,0,0.08131,0,0,0,0,0,0,0,0,76.09,34.25,1.3984,6.2422,58,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:54:18.1606549,3,1940,142.67,1.4531,0.207,33.73,250,0,198,14368,0,0.0807,0,0,0,0,0,0,0,0,83.14,40.78,1.4844,3.8438,56,61,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:54:18.4439042,3,2102,142.77,1.5078,0.2158,33.98,250,0,226,45184,0,0.08025,0,0,0,0,0,0,0,0,90.17,43.31,1.5703,3.5234,54,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:54:18.6992211,3,2268,142.77,1.5625,0.2227,34.2,250,0,314,3592,0,0.07982,0,0,0,0,0,0,0,0,97.06,46.47,1.6484,3.375,52,60,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:54:18.9844543,3,2430,142.56,1.6172,0.2314,34.41,250,0,16,31431,0,0.07935,0,0,0,0,0,0,0,0,104.11,47.48,1.4766,2.7422,50,59,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:54:19.2543434,3,2589,142.72,1.75,0.25,34.59,250,0,205,46679,0,0.07896,0,0,0,0,0,0,0,0,110.95,53.64,1.5938,2.2109,49,58,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:54:19.5385810,3,2759,142.61,1.8516,0.2637,34.78,250,0,343,34335,0,0.07846,0,0,0,0,0,0,0,0,118.47,58.92,1.5781,2.6172,47,56,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:54:19.8088626,3,2878,142.67,1.8672,0.2656,34.93,250,0,258,42336,0,0.07796,0,0,0,0,0,0,0,0,125.14,59.62,1.6641,2.0781,45,55,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:54:20.0791361,3,2874,142.47,1.8281,0.2607,35.09,250,0,109,22792,0,0.07721,0,0,0,0,0,0,0,0,130.55,67.28,1.1406,1.75,45,54,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:54:20.3479762,3,2876,142.77,1.7422,0.249,35.19,250,0,315,4536,0,0.07651,0,0,0,0,0,0,0,0,133.94,61.58,1.5703,1.9297,45,54,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:54:20.6172603,3,2851,142.47,1.7422,0.249,35.3,250,0,49,60255,0,0.07587,0,0,0,0,0,0,0,0,136.56,62.5,1.2656,1.8047,45,53,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:54:20.8692079,3,2849,142.77,1.8828,0.2686,35.38,250,0,235,43847,0,0.07567,0,0,0,0,0,0,0,0,138.2,63.17,1.7031,2.2344,45,53,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:54:21.1534462,3,2847,142.81,2,0.2861,35.47,250,0,262,40967,0,0.07559,0,0,0,0,0,0,0,0,139.5,61.73,2.1016,2.6797,46,54,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:54:21.4247209,3,2815,142.22,2.3047,0.3291,35.56,250,0,86,24655,0,0.0761,0,0,0,0,0,0,0,0,140.41,61.97,2.4766,3.1953,47,54,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:54:21.7079633,3,2817,142.38,2.5234,0.3604,35.62,250,0,133,52503,0,0.07684,0,0,0,0,0,0,0,0,141.06,63.81,2.75,3.1641,47,55,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:54:21.9613039,3,2822,142.52,2.6641,0.3809,35.7,250,0,151,51632,0,0.07755,0,0,0,0,0,0,0,0,141.5,62.98,2.4609,3.3047,47,55,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:54:22.2325636,3,2826,142.56,2.7891,0.3975,35.79,250,0,1,32256,0,0.07829,0,0,0,0,0,0,0,0,141.83,62.36,2.5234,3.2578,47,55,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:54:22.5018414,3,2805,142.81,2.9297,0.417,35.86,250,0,248,42576,0,0.07918,0,0,0,0,0,0,0,0,142.03,62.17,3.0547,3.4531,47,56,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:54:22.7850856,3,2771,142.17,3.2188,0.46,35.93,250,0,121,54280,0,0.08052,0,0,0,0,0,0,0,0,142.19,63.8,3.3281,4.2578,48,56,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:54:23.0563937,3,2769,142.77,3.5859,0.5127,35.99,250,0,300,4744,0,0.08247,0,0,0,0,0,0,0,0,142.31,63.83,3.6719,4.6016,49,57,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:54:23.3264624,3,2737,142.42,4.0703,0.5781,36.05,250,0,157,50159,0,0.08524,0,0,0,0,0,0,0,0,142.39,64.17,3.8828,5.3125,50,58,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:54:23.6117025,3,2661,142.17,4.7578,0.6797,36.12,250,0,64,26320,0,0.08881,0,0,0,0,0,0,0,0,142.45,64.41,5.1328,6.9922,51,60,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:54:23.8656447,3,2643,143.2,5.2891,0.7549,36.2,250,0,309,3496,0,0.09306,0,0,0,0,0,0,0,0,142.5,64.23,6.1953,7.9453,52,61,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:54:24.1514916,3,2629,143.41,5.9766,0.8535,36.28,250,0,281,6128,0,0.09821,0,0,0,0,0,0,0,0,142.52,61.75,6.2031,8.5391,53,63,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:54:24.4045423,3,2585,143.36,6.8672,0.9844,36.36,250,0,297,5399,0,0.10399,0,0,0,0,0,0,0,0,142.55,60.91,6.7969,9.2188,55,65,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:54:24.6887504,3,2527,143.16,7.7969,1.1143,36.47,250,0,221,11416,0,0.11128,0,0,0,0,0,0,0,0,142.56,60.44,8.2578,10.9219,56,67,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:54:24.9420733,3,2499,142.12,8.6094,1.2236,36.59,250,0,44,27896,0,0.1187,0,0,0,0,0,0,0,0,142.59,59.66,8.5859,11.6094,57,69,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:54:25.2283079,3,2461,143.36,9.4062,1.3506,36.69,250,0,308,4024,0,0.12672,0,0,0,0,0,0,0,0,142.59,58.31,9.2266,12.4219,58,71,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:54:25.4806317,3,2432,142.31,10.1016,1.4414,36.82,250,0,165,49544,0,0.13513,0,0,0,0,0,0,0,0,142.59,57.27,10.0391,11.7422,59,73,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:54:25.7649047,3,2427,142.17,10.6797,1.5117,36.97,250,0,20,62792,0,0.14383,0,0,0,0,0,0,0,0,142.62,54.44,9.7656,12.0781,60,74,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:54:26.0186853,3,2409,141.78,11.2109,1.6104,37.1,250,0,57,26272,0,0.15225,0,0,0,0,0,0,0,0,142.62,62.8,9.8359,12.8984,60,75,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:54:26.3039231,3,2394,141.53,11.6719,1.6777,37.33,250,0,102,22048,0,0.16107,0,0,0,0,0,0,0,0,142.62,52.73,10.5156,12.0625,61,76,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:54:26.5722052,3,2392,142.67,12.0859,1.7314,37.56,250,0,180,48064,0,0.17026,0,0,0,0,0,0,0,0,142.61,57.73,10.25,12.2266,61,77,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:54:26.8590743,3,2363,141.97,12.5312,1.7939,37.77,250,0,152,17296,0,0.17963,0,0,0,0,0,0,0,0,142.62,54.14,10.9688,13.8828,62,78,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:54:27.1123985,3,2330,142.42,12.9453,1.8535,38.02,250,0,9,63552,0,0.18915,0,0,0,0,0,0,0,0,142.64,53.98,11.8047,13.5859,62,79,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:54:27.3976007,3,2305,143.02,13.5234,1.9102,38.39,250,0,349,64815,0,0.19958,0,0,0,0,0,0,0,0,142.64,53.31,13.0859,14.5234,63,81,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:54:27.6509593,3,2267,143.11,14.1875,2.0146,38.65,250,0,199,12720,0,0.20992,0,0,0,0,0,0,0,0,142.62,51.89,12.6953,14.9844,64,82,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:54:27.9352002,3,2281,142.52,14.4844,2.0635,38.97,250,0,6,63840,0,0.22025,0,0,0,0,0,0,0,0,142.66,51.92,12.8359,14.0312,64,82,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:54:28.2054716,3,2248,141.28,15.0312,2.127,39.3,250,0,109,54792,0,0.23108,0,0,0,0,0,0,0,0,142.62,50.5,13.4453,14.6875,65,83,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:54:28.4887149,3,2213,141.53,15.4609,2.1855,39.76,250,0,53,26576,0,0.2424,0,0,0,0,0,0,0,0,142.64,49.73,14.2578,16.2578,65,84,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:54:28.7430346,3,2213,142.12,16.0078,2.2979,40.05,250,0,21,61791,0,0.25322,0,0,0,0,0,0,0,0,142.66,49.52,14.3125,15.2812,66,85,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:54:29.0282734,3,2176,141.38,16.3906,2.3193,40.42,250,0,48,59287,0,0.26436,0,0,0,0,0,0,0,0,142.66,48.64,14.8281,16.8516,67,86,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:54:29.2985497,3,2131,143.2,17.0156,2.4287,40.77,250,0,348,32119,0,0.27574,0,0,0,0,0,0,0,0,142.67,47.08,15.1172,16.2812,67,87,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:54:29.5677997,3,2131,142.27,17.4375,2.4707,41.1,250,0,18,29495,0,0.28728,0,0,0,0,0,0,0,0,142.67,45.67,14.5,15.7344,68,89,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:54:29.8356898,3,2156,141.78,17.7188,2.5322,41.47,250,0,158,17143,0,0.2971,0,0,0,0,0,0,0,0,142.64,48.59,15.0625,16.4062,68,89,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:54:30.1199327,3,2093,143.89,17.2969,2.4775,41.92,250,0,307,2944,0,0.30684,0,0,0,0,0,0,0,0,141.88,47.7,14.5469,16.2578,67,89,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:54:30.3909574,3,1999,143.31,16.4688,2.3379,42.35,250,0,206,45512,0,0.31511,0,0,0,0,0,0,0,0,138.86,43.44,13.3984,15.8203,67,89,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:54:30.6602372,3,1908,141.23,15.7812,2.249,42.82,250,0,105,54752,0,0.32341,0,0,0,0,0,0,0,0,135.22,40.05,13.0859,17.6172,68,89,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:54:30.9295229,3,1824,142.91,15.2031,2.1572,43.25,250,0,187,46968,0,0.33067,0,0,0,0,0,0,0,0,131.31,37.42,13.7422,18.2031,68,89,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:54:31.1997934,3,1732,141.44,14.2969,2.0479,43.73,250,0,67,25023,0,0.33762,0,0,0,0,0,0,0,0,126.53,35.62,12.7422,17.3906,68,89,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:54:31.4691073,3,1651,143.41,13.3203,1.9072,44.2,250,0,334,184,0,0.34314,0,0,0,0,0,0,0,0,121.98,34.2,13.0703,19.7734,68,90,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:54:31.7383877,3,1586,143.02,12.5547,1.7773,44.71,250,0,196,13439,0,0.349,0,0,0,0,0,0,0,0,117.27,30.98,11.6797,19.0938,68,90,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:54:32.0086718,3,1530,143.95,11.75,1.6621,45.18,250,0,284,38080,0,0.35324,0,0,0,0,0,0,0,0,112.91,28.48,12.5078,20.2188,68,90,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:54:32.2769437,3,1479,142.17,11.0078,1.583,45.71,250,0,158,49544,0,0.35718,0,0,0,0,0,0,0,0,108.55,28.09,11.8125,21.6953,68,90,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:54:32.5452295,3,1501,143.7,10.5234,1.5059,46.23,250,0,293,37071,0,0.36078,0,0,0,0,0,0,0,0,105.45,26.86,11.4922,19.7266,68,90,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:54:32.8151019,3,1541,142.12,10.4453,1.5,46.73,250,0,158,48823,0,0.36525,0,0,0,0,0,0,0,0,103.8,28.16,12.1172,21.2578,68,91,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:54:33.0813563,3,1568,143.31,10.4531,1.501,47.18,250,0,203,12551,0,0.36914,0,0,0,0,0,0,0,0,103.44,29.08,13.1875,20.9062,68,91,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:54:33.3665937,3,1632,142.12,10.7891,1.5498,47.7,250,0,159,16248,0,0.37416,0,0,0,0,0,0,0,0,104.09,31.38,12.6094,19.7188,68,91,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:54:33.6209470,3,1657,142.67,11.25,1.6162,48.17,250,0,184,14671,0,0.37943,0,0,0,0,0,0,0,0,105.45,31.56,12.6406,18.6875,68,91,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:54:33.8912237,3,1641,141.23,11.6094,1.6641,48.55,250,0,106,53743,0,0.38448,0,0,0,0,0,0,0,0,106.5,31.97,14.1641,19.8125,68,91,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:54:34.1593235,3,1625,142.86,11.7344,1.668,48.95,250,0,353,63911,0,0.3891,0,0,0,0,0,0,0,0,107.09,31.78,13.9453,19.6719,68,91,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:54:34.4425285,3,1589,142.91,11.7656,1.6699,49.38,250,0,353,64904,0,0.39453,0,0,0,0,0,0,0,0,106.58,30.78,13.2891,19.8672,69,91,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:54:34.7118146,3,1534,143.41,11.7656,1.6631,49.82,250,0,332,33439,0,0.39973,0,0,0,0,0,0,0,0,105.72,28.94,13.1406,22.3359,69,92,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:54:34.9800927,3,1479,143.31,11.5625,1.6445,50.23,250,0,337,33000,0,0.40382,0,0,0,0,0,0,0,0,104.41,28.38,13.7344,23.4844,69,92,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:54:35.2503700,3,1467,141.62,11.3516,1.6035,50.65,250,0,48,26616,0,0.40822,0,0,0,0,0,0,0,0,102.94,26.25,12.8828,22.0469,69,93,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:54:35.5196850,3,1465,142.27,11.3281,1.627,51.02,250,0,15,62496,0,0.41257,0,0,0,0,0,0,0,0,101.83,25.45,13.4531,21.9141,69,93,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:54:35.7747747,3,1454,142.31,11.1953,1.583,51.43,250,0,9,62071,0,0.41629,0,0,0,0,0,0,0,0,100.95,26.56,14.0703,22.5312,69,93,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:54:36.0589893,3,1466,141.33,11.1719,1.6035,51.83,250,0,120,20055,0,0.42052,0,0,0,0,0,0,0,0,100.41,25.59,13.5312,21.5312,69,94,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9-24_11:54:36.3133049,3,1459,142.42,11.3203,1.6221,52.3,250,0,172,14840,0,0.42488,0,0,0,0,0,0,0,0,100.08,27.58,14.0469,23.3203,70,94,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
